year;sex;age;s_pop;f_dead;f_born;f_immig_pop;f_immig_cvd;f_immig_cancer;f_cancer_pop;f_pop_cvd;f_cvd_pop;f_cancer_dead;f_cvd_dead;dcost_unit_cancer;icost_unit_cancer;dcost_unit_cvd;icost_unit_cvd;dcost_cancer;dcost_cvd;icost_cancer;icost_cvd;dcost_growth_cancer;dcost_growth_cvd;prev_fruit;prev_wholegrains;prev_greens;prev_meat;prev_salt;paf_cancer_fruit;paf_cancer_wholegrains;paf_cancer_greens;paf_cancer_meat;paf_cancer_salt;paf_cvd_fruit;paf_cvd_wholegrains;paf_cvd_greens;paf_cvd_meat;paf_cvd_salt;s_cancer;s_cvd;s_dead_cancer;s_dead_cvd;s_dead;f_emig_pop;f_emig_cvd;f_emig_cancer;f_pop_cancer;dr;dr_cancer;dr_cvd;prev_alcohol;prev_obesity;prev_smoking;prev_inactivity;paf_cvd_other;paf_cvd_smoking;paf_cvd_inactivity;paf_cvd_obesity;paf_cvd_alcohol;cpaf_diet_cvd;p_pop_cvd;paf_cancer_other;paf_cancer_smoking;paf_cancer_inactivity;paf_cancer_obesity;paf_cancer_alcohol;cpaf_diet_cancer;p_pop_cancer;calibration_cancer;calibration_cvd;calibration_mortality
2025;2;100;610.607665701117;558.506963242512;0;0.106168768027526;0.104061345546821;0.0241926585451069;40.8461733291768;171.667488860839;79.8609618238265;127.266883734466;780.840950707291;56226.5602429974;0;31923.5123699119;0;8045248.27946367;18406331.5017756;0;0;0;0;0.375739980564524;0.949972600771634;0.549192044685295;0.324214711013683;0.444759780963167;0.00150070442365419;0.0112711834240858;0;0.00676246661692842;0;0.0107790064300418;0.0564687185188184;0.0130091406748435;0.0246650004905832;0.0586165307801588;143.086261096074;576.576013581879;799.504198924539;6313.29014329653;4158.66250491829;0.739961118787394;0.725273082695881;0.168614810325739;32.1341485340074;0.623152052501124;0.623152052501124;0.888864087687604;0;0.077101;0.01012;0.937371594319082;0.126339365015079;0.0115041151083688;0.189852348848448;0.0280275771203889;0;0.154169901849643;0.191537357762352;0.0296707394170674;0.00373043177127564;0.0777999701071583;0.00429909399103505;0;0.019431184669833;0.0358535558770604;0.0618833780794767;0.218447555478487;1.86407198782468
2026;1;0;56827.4680934756;64.0811069701366;56472.6220804615;475.067159319582;0;0;0;0;0;0;0;57811.9564975783;0;32191.4749246172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.7941275517143;48.8673924612159;0;0;0;0.00226;0.00226;0.00226;0;0;0;0.252041512723282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2026;1;1;56807.9429538006;17.2053317674912;0;754.991994794789;0;0;0;0;0;0;0;57811.9564975783;0;32191.4749246172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.4400671379653;255.524918525146;0;0;0;0.00030416116776149;0.00030416116776149;0.00030416116776149;0;0;0;0.252041512723282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.52080583880745
2026;1;2;57855.5363069864;6.3605074571006;0;716.403482754511;0;0;0;0;0;0;0;57811.9564975783;0;32191.4749246172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.8409852725031;287.121606568292;0;0;0;0.000110341498780021;0.000110341498780021;0.000110341498780021;0;0;0;0.252041512723282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.57630712542887
2026;1;3;58776.6684238833;4.00166494445886;0;718.377495797578;0;0.00546817248913994;0.0891810853099474;0;0;3.04600217685709e-05;0;57811.9564975783;0;32191.4749246172;0;50035.6322738773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.865489343471247;0;2.98867820418395e-05;0;91.865255662764;321.659508927803;0;0.00244841979026148;0.950122682013183;6.8310498044978e-05;6.8310498044978e-05;6.8310498044978e-05;0;0;0;0.252041512723282;0;0;0;0;0;0;0;1.62190874330456e-05;0;0;0;0;0;1.62190874331003e-05;0;0;0.455403320299853
2026;1;4;59804.3475806359;3.769340729312;0;669.001466792674;0;0.016588338269223;0.295776530443689;0;0;9.34633213430079e-05;0;57811.9564975783;0;32191.4749246172;0;118280.484216863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.04595193421309;0;0.000123284759540172;0;97.0139170056807;341.247135403575;0;0.00846145067904931;1.45569890459842;6.31986055166752e-05;6.31986055166752e-05;6.31986055166752e-05;0;0;0;0.252041512723282;0;0;0;0;0;0;0;2.44069579880266e-05;0;0;0;0;0;2.44069579879991e-05;0;0;0.48614311935904
2026;1;5;60643.1134598829;3.38293304261353;0;637.093163131423;0;0.0296136831513279;0.562547767026972;0;0;0.000157247186194413;0;57242.9419110623;0;31880.9630750994;0;201200.852570337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.51485870315576;0;0.000282088257639998;0;36.7547858015542;369.827883313652;0;0.0171905246999449;1.99681395032941;5.59053632104716e-05;5.59053632104716e-05;5.59053632104716e-05;0;0.000887;0;0.252041512723282;0;0;0;0;0;0;0;3.29987640165056e-05;0;0;0;0;0;3.2998764016523e-05;0;0;1.86351210701572
2026;1;6;60862.1100251273;3.06204359727804;0;609.894397961388;0;0.0485478697937838;0.96721320447519;0;0;0.000243740054606888;0;57242.9419110623;0;31880.9630750994;0;347854.847675449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.07681639102175;0;0.000527582149264447;0;21.3897973686414;388.774622464408;0;0.0309466357022096;3.5068636338221;5.0400481192591e-05;5.0400481192591e-05;5.0400481192591e-05;0;0.006294;0;0.252041512723282;0;0;0;0;0;0;0;5.77221091098906e-05;0;0;0;0;0;5.77221091099256e-05;0;0;0.840008019876517
2026;1;7;61994.4732020544;2.69566041463658;0;587.745904532633;0;0.0660582517370641;1.39133523573189;0;0;0.000302972105623264;0;57242.9419110623;0;31880.9630750994;0;440511.324589505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.69546969255917;0;0.000843511446039856;0;17.6459788053215;387.241453978469;0;0.0435230484001035;2.89146543369024;4.35512733153616e-05;4.35512733153616e-05;4.35512733153616e-05;0;0.011701;0;0.252041512723282;0;0;0;0;0;0;0;4.67147125434414e-05;0;0;0;0;0;4.67147125434719e-05;0;0;0.483903036837351
2026;1;8;62915.9345617152;2.633413498284;0;570.378311733124;0;0.0721310994762092;1.58854068832844;0;0;0.000333026356541396;0;57242.9419110623;0;31880.9630750994;0;485562.148746398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.48248067859283;0;0.00101888918196988;0;16.2496228564344;349.15719816944;0;0.0441550670422025;2.6727091827988;4.19285900560505e-05;4.19285900560505e-05;4.19285900560505e-05;0;0.017108;0;0.252041512723282;0;0;0;0;0;0;0;4.25542466982635e-05;0;0;0;0;0;4.25542466983009e-05;0;0;0.524107375700631
2026;1;9;63257.9670482179;2.5665903165998;0;558.862983155968;0.000756636557181512;0.0800616150675496;1.80916152658343;0.175996666504736;0.00777172878722778;0.000367684695814549;3.47486972545739e-06;57242.9419110623;0;31880.9630750994;0;581000.506368984;5377.57807027002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1497317742977;0.168676776093699;0.00115836237361835;3.40724311374005e-06;14.8947545911457;325.062618871991;0.000440097605718625;0.0465678333497996;4.05046387952834;4.06469726900411e-05;4.06469726900411e-05;4.06469726900411e-05;0;0.022515;0;0.252041512723282;2.78725110531715e-06;0;0;0;0;0;2.78725110536282e-06;6.41470099954903e-05;0;0;0;0;0;6.41470099954633e-05;0;0;0.508087158625514
2026;1;10;65432.4178976812;2.65936532849705;0;543.606133035396;0.00178883023438038;0.088878188727296;2.13578172560822;0.0997571039008657;0.0195392602121766;0.000434799313689124;8.75110270981562e-06;57191.7442745459;0;32273.2641391847;0;669565.273969273;8226.86891972233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.7073763436041;0.254912824567182;0.00133565339634227;1.22652464755285e-05;14.3920111201982;305.074015683771;0.00100389894413393;0.04987880800817;4.21597474070319;4.07157068979326e-05;4.07157068979326e-05;4.07157068979326e-05;0;0.027921;0;0.252041512723282;1.52731215969576e-06;0;0;0;0;0;1.52731215974367e-06;6.45478791470271e-05;0;0;0;0;0;6.45478791470033e-05;0;0;1.35719022993109
2026;1;11;65006.4681255476;2.94908230219147;0;532.960787477334;0.00230527621564166;0.0939691209338102;2.28798750678097;0.0803476037822412;0.0255134255741437;0.000519968219069353;1.27560027847281e-05;57191.7442745459;0;32273.2641391847;0;728217.408409935;9948.28142277902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.7329113257006;0.30825147961096;0.00136659539485843;2.50344275764275e-05;13.9950095054633;281.46893838743;0.00121746977329743;0.0496272696451695;4.90780031381911;4.54520155838535e-05;4.54520155838535e-05;4.54520155838535e-05;0;0.033328;0;0.252041512723282;1.2383379523339e-06;0;0;0;0;0;1.23833795229178e-06;7.56402817853789e-05;0;0;0;0;0;7.56402817854163e-05;0;0;0.757533593064225
2026;1;12;65500.084410238;3.32723545909011;0;517.074271002371;0.0026877004110729;0.106025376582813;2.68098475992338;0.0895329458423546;0.0308917632978954;0.000682245109287402;1.7294637564923e-05;57191.7442745459;0;32273.2641391847;0;866968.172649952;11922.3119576093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.1589741429833;0.369417605426956;0.00167922263162232;4.27459986786901e-05;14.6112466407282;258.93797069862;0.00134593370685402;0.053094879003919;6.24238676987956;5.08951128321148e-05;5.08951128321148e-05;5.08951128321148e-05;0;0.038735;0;0.252041512723282;1.36954220312776e-06;0;0;0;0;0;1.36954220308905e-06;9.54867735995995e-05;0;0;0;0;0;9.54867735996068e-05;0;0;1.0179022566423
2026;1;13;65152.543787209;4.34756048956466;0;502.544612549095;0.00377245861806313;0.12450786520489;3.22179608451356;0.283163631828687;0.0443713933057541;0.0010771291978619;3.26358926687463e-05;57191.7442745459;0;32273.2641391847;0;1040483.14240343;19589.0966039962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.1928905229511;0.606975994727846;0.00239238345055348;7.53105089030002e-05;16.1461442998728;228.621687268296;0.0017161975929593;0.0566421318834351;7.4477588663371;6.68651379297039e-05;6.68651379297039e-05;6.68651379297039e-05;0;0.044142;0;0.252041512723282;4.35503435645467e-06;0;0;0;0;0;4.35503435647355e-06;0.000114545944802817;0;0;0;0;0;0.000114545944802869;0;0;0.557209482747533
2026;1;14;65665.4056409603;5.52100953431104;0;501.009133898745;0.00429109634133869;0.150265208201645;3.93062171417418;0.193064145874643;0.0510209329792109;0.00165588926633059;4.72869299384195e-05;57191.7442745459;0;32273.2641391847;0;1290840.32901719;20414.9464527325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.5703962239827;0.632565282665213;0.00347167644145181;9.00064150659647e-05;19.1366619104227;212.423496809978;0.0018193873690133;0.063711135816386;9.85516005429433;8.42558448379451e-05;8.42558448379451e-05;8.42558448379451e-05;0.01672706643667;0.049548;0;0.252041512723282;2.94634208066816e-06;0;0;0;0;0;2.94634208064526e-06;0.000150399094808193;0;0;0;0;0;0.000150399094808185;0;0;0.601827463128179
2026;1;15;65207.3035073103;7.26057604769834;0;495.596159748043;0.00469638098016784;0.186244600160657;4.89010810413053;0.165906015529706;0.0560499732643685;0.00272851808138928;6.88028560850997e-05;57517.1414869279;0;31980.2715940725;0;1614219.37219898;21496.7905228347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.0650138457568;0.672189116956066;0.00547795887867706;0.000136973349971085;23.6096717390205;192.29625868525;0.00182224271533091;0.0722647645805657;12.2237664501973;0.000111593364534603;0.000111593364534603;0.000111593364534603;0.0438201001327542;0.054955;0;0.252041512723282;2.54993685730031e-06;0;0;0;0;0;2.54993685733229e-06;0.000187876446235325;0;0;0;0;0;0.000187876446235302;0;0;1.01448513213275
2026;1;16;67884.3980861794;10.1699786465707;0;510.164260688878;0.00524928186066424;0.240375863642746;6.38185107401389;0.17041920989913;0.0633480162968113;0.00479182410209749;0.000104642932769732;57517.1414869279;0;31980.2715940725;0;2101108.14029936;24030.0704555752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.5301210383845;0.751402951187855;0.00944038281615325;0.000225086841544499;31.6757203768797;168.14875866784;0.00173014908487796;0.0792272336573712;15.7418958237951;0.000150170351721594;0.000150170351721594;0.000150170351721594;0.0709131338288383;0.060362;0.013965;0.252041512723282;2.51641754425259e-06;0;0;0;0;0;2.51641754422938e-06;0.000232445525676838;0;0;0;0;0;0.000232445525676805;0;0;0.715096912959972
2026;1;17;66246.5270488802;14.1269298815929;0;492.24438494525;0.00671569040967453;0.278952661026586;7.48890987649751;0.534846034266136;0.0819513442815724;0.00800566710993491;0.000192733712004678;57517.1414869279;0;31980.2715940725;0;2399694.98870922;36058.0257274077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.7213882100627;1.12750842722959;0.0155459750327975;0.000380710397722875;41.7065238260501;127.06438032243;0.00173353940936775;0.0720068081966612;16.0950713260056;0.000213800599605535;0.000213800599605535;0.000213800599605535;0.0991799055941294;0.065736;0.017089;0.252041512723282;8.09449779828029e-06;0;0;0;0;0;8.0944977982611e-06;0.000243586959731297;0;0;0;0;0;0.000243586959731257;0;0;0.647880604865258
2026;1;18;65890.5272429851;18.4769384513262;0;498.701200755329;0.00921011746891912;0.327724799913495;8.63795053756412;0.671982123281402;0.110342773130879;0.0121422425849455;0.000341235941170699;57517.1414869279;0;31980.2715940725;0;2752882.74413948;47788.482291384;0;0;0;0;0.928454037472443;0.929787958357261;0.847225827511054;0.835703522996535;0.882433970191799;0;0;0;0;0;0;0;0;0;0;47.8619533755017;1.49431133349854;0.0249430876752412;0.000585182048399178;55.6429103073466;134.096516113827;0.00247652234185633;0.0881224144757206;18.0294362537969;0.000281137117702682;0.000281137117702682;0.000281137117702682;0.128180156474983;0.071043;0.020825;0.252041512723282;1.02245898467082e-05;0;0;0;0;0;1.02245898466746e-05;0.000274328117482728;0;0;0;0;0;0.000274328117482736;0;0;0.780936438063006
2026;1;19;64899.3450174826;23.648433321784;0;569.564770933274;0.644746455738149;0.54212767400668;12.3281936527167;90.800867988757;6.6644475297401;0.0225092400459276;0.0267699906070322;57517.1414869279;0;31980.2715940725;0;3737472.80711342;3679659.48324922;0;0;0;0;0.926551350909038;0.929307264566822;0.833249724660675;0.837519026120819;0.88446418325201;0;0;0;0;0;0;0;0;0;0;64.9801556630358;115.060294982962;0.058958049854724;0.052920542007333;73.1367768504388;179.36656061803;0.203042674228116;0.170726107485715;18.8511803003186;0.000365166879755613;0.000365166879755613;0.000365166879755613;0.155492890937122;0.076276;0.025154;0.252041512723282;0.00140210005421425;0;0;0;0;0;0.00140210005421426;0.000291090179053713;0;0;0;0;0;0.00029109017905371;0;0;0.608611466259355
2026;1;20;64446.0653014061;25.1707970858927;0;682.458648582011;2.24208056318478;0.901375253617894;16.9807883959323;120.912586621542;19.1990947657032;1.79910936122556;1.66549022662241;56674.2673300657;17316.0142752117;32514.2638348043;1098.65648373217;4901367.32050704;8495725.38816783;1497542.89712593;287070.43250745;0;0;0.924602173586699;0.928823537525336;0.818376348852192;0.839322997058703;0.88646040468677;0;0;0;0;0;0;0;0;0;0;86.4831174960221;261.292257186944;1.88096183805242;1.76075845877041;90.7582126733227;227.456530917461;0.747262662725554;0.300419210260964;21.4279566093209;0.000391560075090033;0.0211899391156248;0.00788621569235081;0.17869711344627;0.081431;0.029948;0.252041512723282;0.00188093135609897;0;0;0;0;0;0.00188093135609901;0.000333335979402705;0;0;0;0;0;0.00033333597940266;0;0;0.973244746799027
2026;1;21;62528.3494222141;27.6001895375164;0;808.063737753079;3.80479407114968;1.05674711426132;16.2988757904196;114.796568419987;26.674424293917;1.80621913907839;2.64244204502987;56674.2673300657;15265.4336373577;32514.2638348043;1120.556612976;4722672.69222719;10953369.8306222;1272070.19994257;377491.892802359;0;0;0.922605589785224;0.92833677012658;0.802767257701627;0.841121840540624;0.888417202616888;0;0;0;0;0;0;0;0;0;0;83.3301057907423;336.878912168308;3.53195762952421;4.30849001927933;106.340673560272;265.268369427327;1.24902464014423;0.346905288284069;21.168828442763;0.000442904265150313;0.0221637266557989;0.00900570529458086;0.195851231384147;0.086501;0.034968;0.252041512723282;0.00184215726883765;0;0;0;0;0;0.00184215726883763;0.000339699276078913;0;0;0;0;0;0.000339699276078909;0;0;1.05441470939526
2026;1;22;62934.2057337568;29.9679535501504;0;996.800411107323;7.04721387594925;1.41011623505122;17.7237054783993;110.94979194696;40.2619108707332;1.95169834130113;4.34862153556845;56674.2673300657;14685.7336258124;32514.2638348043;979.063978246085;5067654.1773353;15543448.3173273;1313157.14983405;468041.670035752;0;0;0.920560677521902;0.927846957488513;0.786665651950453;0.842922690609049;0.89032652295972;0;0;0;0;0;0;0;0;0;0;89.4171978937417;478.050138127042;5.65773460730614;9.91096683436389;122.015893673878;314.429997650584;2.22296802626349;0.4448060409422;20.3312494415969;0.000478386882097361;0.0220235925684926;0.00981893859373654;0.206931263796454;0.091482;0.039885;0.252041512723282;0.00177112277453425;0;0;0;0;0;0.00177112277453428;0.000324553460523468;0;0;0;0;0;0.000324553460523513;0;0;1.09179682093692
2026;1;23;62393.2409123171;30.6037005134436;0;1208.14515988412;12.1959280165628;1.6304452718305;16.7413512015927;117.504584787507;56.9215153236227;1.74312303603147;6.39934826390661;56674.2673300657;14874.0122620408;32514.2638348043;970.611627354752;4894637.34301996;21365139.1102101;1284584.68522097;637789.388244549;0;0;0.918466509183651;0.927354095682349;0.770371194160728;0.844731973690942;0.892177991947835;0;0;0;0;0;0;0;0;0;0;86.3643691150702;657.10050268277;6.53064013023432;19.6259711273917;130.957476678846;378.53247645083;3.82119217790713;0.510846301385458;22.8128655445228;0.000493401583728714;0.0208241618617455;0.0102203697455149;0.212392632644892;0.096367;0.04434;0.252041512723282;0.00189444241241589;0;0;0;0;0;0.00189444241241588;0.00036779552146357;0;0;0;0;0;0.000367795521463599;0;0;1.0818071765222
2026;1;24;61829.1114976412;30.3094087789324;0;1373.46998466654;17.4209562818719;1.98059575783565;17.7138338589318;109.032071489031;70.8216486744957;1.69024057764398;8.03402039040824;56674.2673300657;12342.2654940339;32514.2638348043;994.948497067186;5262609.25305926;25999556.1188652;1146067.23037704;795596.031831075;0;0;0.916322152200845;0.926858180738753;0.754208430387194;0.846554249185459;0.89395940097003;0;0;0;0;0;0;0;0;0;0;92.8571201884324;799.635392360767;7.7885878371188;31.2938921139075;132.735744267141;478.758008085991;6.07251881844876;0.690387187511182;26.9120482479646;0.000493482282971031;0.0190838481505991;0.0103127434013003;0.21269075989116;0.101153;0.048021;0.252041512723282;0.00177520439108229;0;0;0;0;0;0.00177520439108225;0.000438168197396976;0;0;0;0;0;0.000438168197396949;0;0;1.04321059461651
2026;1;25;61379.1602824682;30.7444509568423;0;1470.70474798245;18.8935206945921;2.31712196434994;19.2113426533079;111.431113639451;71.2031221127766;1.7228535635003;8.32301175495453;56718.9290461902;43863.905770821;32065.6560911744;8586.53931576859;5648517.79939396;25805769.7085299;4368313.306756;6910267.34478544;0;0;0.914126669761119;0.926359208010632;0.738494432466033;0.848391359559841;0.895657392561567;0;0;0;0;0;0;0;0;0;0;99.5878782336313;804.77909558921;8.27172302557412;34.017728153106;140.551944863146;572.866841122421;7.35937755884719;0.902562082588971;26.7532058162588;0.000504269171884013;0.0179357954786534;0.0106264642591118;0.208521079131012;0.105832;0.050732;0.252041512723282;0.00182768836808828;0;0;0;0;0;0.00182768836808822;0.000438804939504159;0;0;0;0;0;0.000438804939504212;0;0;1.03300719292201
2026;1;26;63873.9555675535;32.5099235227485;0;1513.61626987359;20.3722188246001;2.44355509943206;20.5010842910777;116.473146270605;77.6909347101537;1.73276178075115;9.29173668060342;56718.9290461902;48787.4053981581;32065.6560911744;7599.44407586721;6111105.96230361;28051470.9709756;5256534.44145969;6648096.7763019;0;0;0.911879121562674;0.925857171924469;0.723511813744111;0.850241902843219;0.897258315795474;0;0;0;0;0;0;0;0;0;0;107.743676847758;874.813566615167;7.99531248201988;39.529110145103;152.574657594263;675.656363930846;9.0938632004678;1.09076757855201;31.6374042325554;0.000512006484463391;0.0169040988871527;0.0108726112995255;0.201539070496423;0.1104;0.052432;0.249284662517577;0.00183436316344065;0;0;0;0;0;0.00183436316344066;0.000498264971534693;0;0;0;0;0;0.000498264971534712;0;0;1.02273955884224
2026;1;27;68622.2679233888;34.7451270707248;0;1546.31737341233;20.3711649650588;2.72648158859451;24.0831535754513;119.445178746638;81.7907085848566;1.90607999427643;9.7863069982192;56718.9290461902;36220.9524925719;32065.6560911744;7414.59273348125;7121063.71709999;29446774.8534468;4547541.9746308;6809024.65341786;0;0;0.909578564608557;0.925352066094019;0.709491856203686;0.852101016396305;0.898749173330286;0;0;0;0;0;0;0;0;0;0;125.550038353171;918.327533037803;8.92535960306334;42.69024346596;167.971260110268;806.906685427212;10.630178178735;1.42274558855679;35.2353685589734;0.000508761780841395;0.0158291561634964;0.010877326874389;0.193640225753422;0.114854;0.05322;0.246660456941871;0.00174899754225566;0;0;0;0;0;0.00174899754225566;0.000515940230127092;0;0;0;0;0;0.000515940230127132;0;0;0.997932417393425
2026;1;28;65327.3467078794;33.7738133976932;0;1532.07949126598;20.8408697259713;2.98983992617306;25.3598123672724;121.460931621817;80.3509945913723;1.97256006879443;9.87846481439619;56718.9290461902;26562.0318278861;32065.6560911744;6715.78778797568;7366047.74541061;29007147.4511688;3449592.5425529;6075217.86121154;0;0;0.907224054045652;0.924843883713238;0.6966096902952;0.853960437029422;0.9001185515271;0;0;0;0;0;0;0;0;0;0;129.869302352517;904.617306712542;9.56916919107675;44.0189551648642;164.620463269603;748.472280032599;10.1814647154963;1.46063720533594;32.0874013527137;0.000519793324034752;0.0155565825190417;0.0111764920947304;0.18672003666804;0.119194;0.053298;0.244321408101038;0.00186933529372718;0;0;0;0;0;0.00186933529372713;0.00049383872683753;0;0;0;0;0;0.000493838726837503;0;0;1.00849982187436
2026;1;29;63485.9762834266;32.8133899904193;0;1515.10663877574;20.455552636999;3.10994549023574;25.9166764197977;118.061865545407;77.4845411783403;1.98627050631358;9.56687971136;56718.9290461902;30260.542588731;32065.6560911744;6563.15624733987;7620381.04365929;27993286.7047762;4065606.82635983;5729629.04603082;0;0;0.904814644054314;0.924332618100758;0.684990353465174;0.855808783639424;0.90135741508744;0;0;0;0;0;0;0;0;0;0;134.353401444754;872.99903127449;9.58521891325344;43.6061355755748;164.528795822493;722.692837049466;9.75712269374831;1.48341725386653;36.0599409665758;0.00051977018657807;0.0153281267562246;0.0112243852021348;0.182217406613968;0.123421;0.052906;0.242437251672713;0.00187012185879636;0;0;0;0;0;0.00187012185879631;0.000571196156497803;0;0;0;0;0;0.000571196156497811;0;0;1.00447420785346
2026;1;30;65814.6848893082;33.7920940382524;0;1477.35696490412;20.4496266120387;3.11377845947101;27.6069144120729;129.976054683071;82.4124567314435;2.12150537536012;10.128453721727;56586.6044841643;72279.6610770058;32147.3758230588;0;8090542.15492798;29900829.6726696;10334276.9939672;0;0;0;0.902349388796234;0.923818263245059;0.674722109957887;0.857631997875208;0.902459659219763;0;0;0;0;0;0;0;0;0;0;142.976279080186;930.11727729335;9.69650418411718;47.1658563713695;172.744348213461;740.903001155193;10.2556051714597;1.56157777731409;38.3208174092683;0.00051597599583398;0.0153693769879068;0.0111726862257911;0.179744885395551;0.127537;0.052279;0.24116158796791;0.00198462173352594;0;0;0;0;0;0.00198462173352598;0.000585125677666996;0;0;0;0;0;0.000585125677666998;0;0;0.999255593825496
2026;1;31;70433.4042088549;36.4929665555197;0;1423.84387525247;19.6145138819711;3.30258029136472;32.5446306870085;143.971703648688;87.8579025649952;2.60427442250595;10.894751455634;56586.6044841643;62620.1672003553;32147.3758230588;0;9584161.47913697;31932311.6228998;10606075.4090081;0;0;0;0.899827343428936;0.923300814202406;0.665872186657284;0.859413877270705;0.903422341976134;0;0;0;0;0;0;0;0;0;0;169.371560045082;993.310054253174;11.6455873006661;50.321185656413;187.306810530547;761.300476087191;10.4874832248835;1.76582277862896;47.2868482040323;0.000520176622660367;0.0160043261670538;0.0112731117133087;0.178458434424793;0.131543;0.051603;0.240606512024644;0.00205219585118396;0;0;0;0;0;0.00205219585118399;0.000674034350087886;0;0;0;0;0;0.000674034350087838;0;0;1.0142493797474
2026;1;32;74395.8629357949;37.9088437972198;0;1347.36223158079;18.5671231977274;3.54204341748715;38.9917047017997;157.455311199648;92.9052552127364;3.22317315085754;11.3067114061509;56586.6044841643;65329.6936657553;32147.3758230588;0;11327360.9030099;33826656.9684871;13077530.0016841;0;0;0;0.897247565195005;0.922780267229027;0.658500120413932;0.861136643023869;0.904245561285922;0;0;0;0;0;0;0;0;0;0;200.177427259836;1052.23695876986;14.6090036472947;52.6078958197804;198.240234569389;763.293612012767;10.5184531658215;2.00660152902445;51.4124631542802;0.000511172901495327;0.0165326095666126;0.0110637751626747;0.177514015113702;0.135439;0.051005;0.240825555337864;0.00212316916633785;0;0;0;0;0;0.00212316916633781;0.0006932592854631;0;0;0;0;0;0.000693259285463155;0;0;1.00634433051487
2026;1;33;76917.102198753;38.4107022945847;0;1269.62772191633;18.0053462800672;3.42450563409551;41.3875496680662;164.486450381842;98.9123743926959;3.56348851490881;11.7471041620058;56586.6044841643;63498.0200115752;32147.3758230588;0;12114841.7523387;35946723.6245099;13594533.0355058;0;0;0;0.894609114592748;0.922256619580072;0.65266495613965;0.86278149861164;0.904931988740869;0;0;0;0;0;0;0;0;0;0;214.093810059394;1118.18531697153;15.31071568487;55.588239151882;203.834036936205;759.411965047873;10.7696730024728;2.04832527520801;58.3201992940034;0.000500649765462905;0.0172200990079793;0.0107966123221606;0.17632994043846;0.139227;0.050547;0.24180470851376;0.0021439364001711;0;0;0;0;0;0.00214393640017108;0.000760152570873685;0;0;0;0;0;0.000760152570873696;0;0;0.995926234019823
2026;1;34;79889.9359448499;40.7727927210651;0;1176.27866917113;17.4137692510296;3.35520360019927;45.4925092047212;184.122782401554;107.322583113789;4.27821754134313;12.9361663524664;56586.6044841643;53498.331820776;32147.3758230588;0;13208271.2368994;39063438.2799102;12487416.1270483;0;0;0;0.891911056632642;0.921729868972255;0.648424201178505;0.864329152162445;0.905486118938073;0;0;0;0;0;0;0;0;0;0;233.416925389042;1215.13614345749;17.515402503165;59.9506651427773;210.330274053021;754.098179630989;11.1637590962768;2.1509808802233;60.8455940683471;0.000511292263077089;0.0188084483187801;0.0109577601361366;0.175373929631954;0.142908;0.050237;0.243461149337721;0.00230890620473743;0;0;0;0;0;0.00230890620473745;0.000763005902055956;0;0;0;0;0;0.000763005902055913;0;0;1.02623447019139
