year;sex;age;rate
2001;1;0;0.00593044435972381
2001;1;1;0.00617343083096508
2001;1;2;0.00587644180356519
2001;1;3;0.00473984472182902
2001;1;4;0.00478336663973809
2001;1;5;0.0044522601827663
2001;1;6;0.00391908032248432
2001;1;7;0.00400270312418776
2001;1;8;0.00337815460025171
2001;1;9;0.00308451090147571
2001;1;10;0.00263017050233198
2001;1;11;0.00266277141248612
2001;1;12;0.00221540832544027
2001;1;13;0.0021181570391777
2001;1;14;0.0018301803783546
2001;1;15;0.0016725681037704
2001;1;16;0.0019576274287387
2001;1;17;0.00142787788788303
2001;1;18;0.00187016022987386
2001;1;19;0.00297142416115152
2001;1;20;0.00423724714372781
2001;1;21;0.00562714534916437
2001;1;22;0.00638941074374648
2001;1;23;0.00724311414756377
2001;1;24;0.00635693131873314
2001;1;25;0.00757116342319496
2001;1;26;0.00823655670049123
2001;1;27;0.00786713286713287
2001;1;28;0.00837548718799237
2001;1;29;0.00802711380663575
2001;1;30;0.00819278650750472
2001;1;31;0.00780978539636315
2001;1;32;0.00700363396101751
2001;1;33;0.00746556625690053
2001;1;34;0.00703384207033842
2001;1;35;0.00680133996548574
2001;1;36;0.0066711429747233
2001;1;37;0.00578682773337191
2001;1;38;0.00556943617194087
2001;1;39;0.00604205072399035
2001;1;40;0.00606781877000956
2001;1;41;0.00464548303630138
2001;1;42;0.00475254840714058
2001;1;43;0.0043834507873352
2001;1;44;0.00415674968991988
2001;1;45;0.0044365279633203
2001;1;46;0.00330584088110779
2001;1;47;0.00374609066226759
2001;1;48;0.00299236028686538
2001;1;49;0.00295328743080869
2001;1;50;0.00284739982949702
2001;1;51;0.00265230408747722
2001;1;52;0.00260529743812419
2001;1;53;0.00250854664902526
2001;1;54;0.00232790156301962
2001;1;55;0.00235618685456511
2001;1;56;0.00181437857533795
2001;1;57;0.00178182538111265
2001;1;58;0.00196455613309868
2001;1;59;0.00171408675778704
2001;1;60;0.00203663913809432
2001;1;61;0.00188853359658347
2001;1;62;0.00161725067385445
2001;1;63;0.00195456766554165
2001;1;64;0.00149208832200229
2001;1;65;0.00231504781077001
2001;1;66;0.00213537204244381
2001;1;67;0.00119608906691145
2001;1;68;0.00137632435377271
2001;1;69;0.00112603102215466
2001;1;70;0.000807824355904331
2001;1;71;0.00101827068544164
2001;1;72;0.000671745469534816
2001;1;73;0.000945770726870567
2001;1;74;0.000641889723345529
2001;1;75;0.000746123402322715
2001;1;76;0.000526688282831608
2001;1;77;0.000309150865622424
2001;1;78;0.000385234993345941
2001;1;79;0.000489651405864517
2001;1;80;0.00022649201615643
2001;1;81;0.000424874468906914
2001;1;82;0.000306052181897013
2001;1;83;0.00017346555263234
2001;1;84;0.000254955701446874
2001;1;85;0.000439270810454645
2001;1;86;0.000172972972972973
2001;1;87;0.000195551209973112
2001;1;88;0.000705094306363476
2001;1;89;0.000146220207632695
2001;1;90;0.000179694519317161
2001;1;91;0.000232937339855579
2001;1;92;0.000918976872415378
2001;1;93;0.000435161009573542
2001;1;94;0
2001;1;95;0
2001;1;96;0
2001;1;97;0
2001;1;98;0.0033500837520938
2001;1;99;0
2001;1;100;0.00694444444444444
2001;2;0;0.00544566709421904
2001;2;1;0.00629023316853526
2001;2;2;0.00544267468584562
2001;2;3;0.00530582502163319
2001;2;4;0.00485936940164816
2001;2;5;0.00445122726694646
2001;2;6;0.00465350146407832
2001;2;7;0.00382564444965759
2001;2;8;0.00374981639723861
2001;2;9;0.00309407988351699
2001;2;10;0.00289200474418756
2001;2;11;0.00275475475475476
2001;2;12;0.00223732605637384
2001;2;13;0.00197269648406131
2001;2;14;0.00210912425492893
2001;2;15;0.00196006370207032
2001;2;16;0.00207970922943858
2001;2;17;0.0017212749584869
