year;sex;age;rate
2001;2;5;0.000127177921912756
2001;2;6;0.000118309359256229
2001;2;7;5.41364780611923e-05
2001;2;8;0.000138242079160871
2001;2;9;9.92752903802243e-05
2001;2;10;0.0001299777413118
2001;2;11;6.40640640640641e-05
2001;2;12;8.47471991050696e-05
2001;2;13;8.72874550469606e-05
2001;2;14;0.000128381476386978
2001;2;15;0.000207314430026668
2001;2;16;0.000116619209127397
2001;2;17;0.000162002349034061
2001;2;18;0.000268572845219403
2001;2;19;0.000285720116737076
2001;2;20;0.00024172835775797
2001;2;21;0.000312131173125506
2001;2;22;0.000177290993617524
2001;2;23;0.000202228558717062
2001;2;24;0.000235927884709907
2001;2;25;0.000171608351606445
2001;2;26;0.000216553727882195
2001;2;27;0.000256197853061991
2001;2;28;0.000257137714388569
2001;2;29;0.00020151641099272
2001;2;30;0.000266092350676457
2001;2;31;0.000288840560010874
2001;2;32;0.000292909017290247
2001;2;33;0.000375234521575985
2001;2;34;0.000341365773426226
2001;2;35;0.000474757452543398
2001;2;36;0.000533796974133724
2001;2;37;0.000439004821483988
2001;2;38;0.000458235140089029
2001;2;39;0.000477017956318784
2001;2;40;0.000857880684553771
2001;2;41;0.000723218853080736
2001;2;42;0.000754227180242756
2001;2;43;0.00101742783717646
2001;2;44;0.00104607891893746
2001;2;45;0.00132652270162714
2001;2;46;0.00101935038009675
2001;2;47;0.00158751157560524
2001;2;48;0.0020664359146562
2001;2;49;0.00201988812927284
2001;2;50;0.00229431548576047
2001;2;51;0.00252759853031026
2001;2;52;0.00254854660714715
2001;2;53;0.00298279099598946
2001;2;54;0.00287146728907384
2001;2;55;0.00331609370246425
2001;2;56;0.00357729343828783
2001;2;57;0.00417033866297369
2001;2;58;0.00465007359828717
2001;2;59;0.00516810122857353
2001;2;60;0.0053285602600502
2001;2;61;0.00604819042044679
2001;2;62;0.0058492061791614
2001;2;63;0.00633685380767093
2001;2;64;0.00657233072155304
2001;2;65;0.00819828863712415
2001;2;66;0.00908736202187512
2001;2;67;0.0102583732057416
2001;2;68;0.0113919916389052
2001;2;69;0.0120584836456816
2001;2;70;0.0130884099350633
2001;2;71;0.0160164627418895
2001;2;72;0.0171485388876693
2001;2;73;0.0180223205308667
2001;2;74;0.0199133521244389
2001;2;75;0.0239845461734925
2001;2;76;0.0240304575079048
2001;2;77;0.028862589543183
2001;2;78;0.033846072102229
2001;2;79;0.0389657930772672
2001;2;80;0.0427971259177824
2001;2;81;0.0517981468879234
2001;2;82;0.0535702267985733
2001;2;83;0.0653580711660841
2001;2;84;0.0743932267168391
2001;2;85;0.0822763684913218
2001;2;86;0.100174536101415
2001;2;87;0.110216256524981
2001;2;88;0.128357701462088
2001;2;89;0.141165203511572
2001;2;90;0.161301623136507
2001;2;91;0.182160685692757
2001;2;92;0.213803663585323
2001;2;93;0.232728337236534
2001;2;94;0.260852825103475
2001;2;95;0.26464489372732
2001;2;96;0.297168076498713
2001;2;97;0.329355608591885
2001;2;98;0.368319876970396
2001;2;99;0.37283950617284
2001;2;100;0.747164776517678
2002;1;0;0.00592592592592593
2002;1;1;0.00069587221255733
2002;1;2;0.000295870493258379
2002;1;3;0.000347444653152517
2002;1;4;0.000127937225468037
2002;1;5;0.000126879401129227
2002;1;6;2.0234518064366e-05
2002;1;7;3.71671219639107e-05
2002;1;8;6.90661394618021e-05
2002;1;9;6.60038777278165e-05
2002;1;10;0.00010921288712068
2002;1;11;0.000121943783915615
2002;1;12;0.000136375000947049
2002;1;13;0.000111923891753608
2002;1;14;9.80961178461362e-05
2002;1;15;0.000210247829629175
2002;1;16;0.000425079702444208
2002;1;17;0.000254841997961264
2002;1;18;0.000208317551700629
2002;1;19;0.000659445096346868
2002;1;20;0.000768765075002643
2002;1;21;0.000635734031998613
2002;1;22;0.000670572128414563
2002;1;23;0.00111637763838825
2002;1;24;0.000871544085604997
2002;1;25;0.000839967521255845
2002;1;26;0.000527426160337553
2002;1;27;0.000778216845800655
2002;1;28;0.000490966221523959
2002;1;29;0.000543473785624295
2002;1;30;0.000595909164116605
2002;1;31;0.000842995975887134
2002;1;32;0.000822754087030927
2002;1;33;0.000640536079426474
2002;1;34;0.000595952229723902
2002;1;35;0.00067614246027663
2002;1;36;0.000897029674320355
2002;1;37;0.000806794361083698
2002;1;38;0.00103969617767252
2002;1;39;0.000942150419720289
2002;1;40;0.00129823764240044
2002;1;41;0.00133957351328271
2002;1;42;0.00170561146170902
2002;1;43;0.00132611523773553
2002;1;44;0.00178731009830206
2002;1;45;0.00187766666387252
2002;1;46;0.00178217821782178
2002;1;47;0.0023799677607204
2002;1;48;0.00242607775493173
2002;1;49;0.00249476768522394
2002;1;50;0.0026208552442468
2002;1;51;0.00357252743495949
2002;1;52;0.00378701315660605
2002;1;53;0.00407077122899276
2002;1;54;0.00432920370285083
2002;1;55;0.00511633203021217
2002;1;56;0.00510792552315044
2002;1;57;0.00592416168589884
2002;1;58;0.00661739363535404
2002;1;59;0.00821152086270436
2002;1;60;0.00843525179856115
2002;1;61;0.00917591271592647
2002;1;62;0.00885243063070863
2002;1;63;0.0112135695078005
2002;1;64;0.0121792883159261
2002;1;65;0.0131832248946073
2002;1;66;0.0145799022048591
2002;1;67;0.0173078984031722
2002;1;68;0.0183130484007925
2002;1;69;0.0213229594746772
2002;1;70;0.0238369415016122
2002;1;71;0.0250143973065962
2002;1;72;0.027748738014875
2002;1;73;0.0328183808129006
2002;1;74;0.0359294659474465
2002;1;75;0.0396847874981257
2002;1;76;0.0434753188753933
2002;1;77;0.0486459464584303
2002;1;78;0.0560192645434629
2002;1;79;0.0595295425078718
2002;1;80;0.0728055700889443
2002;1;81;0.0755860050011181
2002;1;82;0.0886251153426726
2002;1;83;0.0987785746302107
2002;1;84;0.106336722296822
2002;1;85;0.124833806460886
2002;1;86;0.139288985096994
2002;1;87;0.164921465968586
2002;1;88;0.176890321095638
2002;1;89;0.197710570944036
2002;1;90;0.221242917528555
2002;1;91;0.234011464538609
2002;1;92;0.265253595760787
2002;1;93;0.302330293819656
2002;1;94;0.356796116504854
2002;1;95;0.342713145737085
2002;1;96;0.392834293026232
2002;1;97;0.457883369330454
2002;1;98;0.457564575645757
2002;1;99;0.470588235294118
2002;1;100;0.850793650793651
2002;2;0;0.00509080019678723
2002;2;1;0.000603392406194829
2002;2;2;0.00011214282510205
2002;2;3;0.000204547778952034
2002;2;4;6.79763442322072e-05
2002;2;5;8.91533772413716e-05
2002;2;6;0.000105460758051929
2002;2;7;5.89327282906562e-05
2002;2;8;3.59476243113783e-05
2002;2;9;5.16591186954351e-05
2002;2;10;0.000131964204709473
2002;2;11;8.09218618501975e-05
2002;2;12;7.97817172216815e-05
2002;2;13;5.06756756756757e-05
2002;2;14;3.4768399002147e-05
2002;2;15;0.000164359545637167
2002;2;16;0.000168918918918919
2002;2;17;0.000270800893642949
2002;2;18;0.000120849572494637
2002;2;19;0.000390207837016348
2002;2;20;0.000425592282593276
2002;2;21;0.000359177483562642
2002;2;22;0.000232076894811147
2002;2;23;0.000311927320934222
2002;2;24;0.000139851757137434
2002;2;25;0.000194380460876073
2002;2;26;0.000245433520555057
2002;2;27;0.000339850108215429
2002;2;28;0.000271195633750297
2002;2;29;0.000153231916505631
2002;2;30;0.00046723903448391
2002;2;31;0.000297469034299832
2002;2;32;0.00040536774455076
2002;2;33;0.000462756658554143
2002;2;34;0.000243619206938275
2002;2;35;0.000479460529571888
2002;2;36;0.000396779977871886
2002;2;37;0.000547187305254518
2002;2;38;0.000603614139661222
2002;2;39;0.000685792662018516
2002;2;40;0.000424938808811531
2002;2;41;0.000820889005327046
2002;2;42;0.000826918847591819
2002;2;43;0.00103332019790709
2002;2;44;0.00101593974426344
2002;2;45;0.000976119326306416
2002;2;46;0.00120518228382043
2002;2;47;0.00169171147688138
2002;2;48;0.00171048687157241
2002;2;49;0.00189524465885596
2002;2;50;0.00200399070562931
2002;2;51;0.00245309115582348
2002;2;52;0.00214496979446832
2002;2;53;0.00227960476148431
2002;2;54;0.00291156884001858
2002;2;55;0.0032621658011156
2002;2;56;0.00358461209920986
2002;2;57;0.0043774507150094
2002;2;58;0.00429516635874114
2002;2;59;0.00493798130621363
2002;2;60;0.00526510253094402
2002;2;61;0.00651405174018239
2002;2;62;0.00588126381824717
2002;2;63;0.00587918595886723
2002;2;64;0.0071125823370872
2002;2;65;0.00809973981940406
2002;2;66;0.00819119205936205
2002;2;67;0.0101374526791839
2002;2;68;0.0113491275358207
2002;2;69;0.0117079616782293
2002;2;70;0.014275898923582
2002;2;71;0.0167457366329017
2002;2;72;0.0164043896231526
2002;2;73;0.0179263756916243
2002;2;74;0.0206317677965016
2002;2;75;0.0227939216209011
2002;2;76;0.0245230883681386
2002;2;77;0.0284787071991523
2002;2;78;0.0334410339256866
2002;2;79;0.038290428770161
2002;2;80;0.0451427682473235
2002;2;81;0.0493065833470372
2002;2;82;0.0562418815465827
2002;2;83;0.065684436110367
2002;2;84;0.0718358257664472
2002;2;85;0.0874691471350183
2002;2;86;0.0974329720479179
2002;2;87;0.114798527306198
2002;2;88;0.131845329893727
2002;2;89;0.138766519823789
2002;2;90;0.171622579561989
2002;2;91;0.193925884647534
2002;2;92;0.207882844230879
2002;2;93;0.230736543909348
2002;2;94;0.265715894164008
2002;2;95;0.282141955039151
2002;2;96;0.323095609925386
2002;2;97;0.366283524904215
2002;2;98;0.38109640831758
2002;2;99;0.384918401800788
2002;2;100;0.716934487021014
2003;1;0;0.00653134655246588
2003;1;1;0.000606293324710495
2003;1;2;0.000209461370086822
2003;1;3;0.000273313080133293
2003;1;4;0.000151142203221488
2003;1;5;0.000190740603376109
2003;1;6;0.000105273131138739
2003;1;7;0.000120855658059058
2003;1;8;7.40432227312694e-05
2003;1;9;6.87828868177597e-05
2003;1;10;9.86436498150432e-05
2003;1;11;0.000108862157181403
2003;1;12;0.000121543603767852
2003;1;13;0.000150926310229031
2003;1;14;9.55505303054432e-05
2003;1;15;0.000113973102347846
2003;1;16;0.000209316320567945
2003;1;17;0.000334846014891836
2003;1;18;0.000416387566305194
2003;1;19;0.000584431498972532
2003;1;20;0.00065701117885197
2003;1;21;0.000746068791368558
2003;1;22;0.00061226442169712
2003;1;23;0.000755725542601723
2003;1;24;0.000673482559607883
2003;1;25;0.000822352693683184
2003;1;26;0.000628587803547824
2003;1;27;0.00045021520286697
2003;1;28;0.000771829922988526
2003;1;29;0.00047134161702681
2003;1;30;0.000670652413939756
2003;1;31;0.000624494599722981
2003;1;32;0.000363973002698148
2003;1;33;0.000573112821352546
2003;1;34;0.000768708651243427
2003;1;35;0.000984636544082022
2003;1;36;0.000747493697602158
2003;1;37;0.000779501984843017
2003;1;38;0.000906012037017063
2003;1;39;0.00124100810262848
2003;1;40;0.00114108603634513
2003;1;41;0.00145978297893047
2003;1;42;0.00132266273774444
2003;1;43;0.00165382254654573
2003;1;44;0.00174524462791888
2003;1;45;0.00193922633300732
2003;1;46;0.00196236288618295
2003;1;47;0.00204730259627688
2003;1;48;0.0028064717915772
2003;1;49;0.00292969591479755
2003;1;50;0.00302010889170393
2003;1;51;0.00328780124055181
2003;1;52;0.00318790652235391
2003;1;53;0.00416178530758707
2003;1;54;0.00437208858646401
2003;1;55;0.00499456609707032
2003;1;56;0.00565958582815301
2003;1;57;0.00590063747958485
2003;1;58;0.00603345688276448
2003;1;59;0.00690510870151589
2003;1;60;0.00749244110708708
2003;1;61;0.00828258663186893
2003;1;62;0.0104617679351992
2003;1;63;0.0105281551701542
2003;1;64;0.0113322551187686
2003;1;65;0.013987804310385
2003;1;66;0.0152994389381843
2003;1;67;0.0162846177782388
2003;1;68;0.0183248571779175
2003;1;69;0.0198216913355838
2003;1;70;0.0230878504672897
2003;1;71;0.0265395288421798
2003;1;72;0.0277108251095245
2003;1;73;0.0320204241706526
2003;1;74;0.034959680703755
2003;1;75;0.0368971100534812
2003;1;76;0.0436511381591513
2003;1;77;0.0499149177538287
2003;1;78;0.0525771887521076
2003;1;79;0.0583521834144845
2003;1;80;0.068872916831214
2003;1;81;0.0757710396844318
2003;1;82;0.0883877942766366
2003;1;83;0.0975059819620836
2003;1;84;0.111238995862755
2003;1;85;0.11940618851726
2003;1;86;0.138945815230757
2003;1;87;0.153075478059824
2003;1;88;0.174758439699392
2003;1;89;0.192717707323827
2003;1;90;0.204476709013914
2003;1;91;0.223171142825037
2003;1;92;0.272937771345876
2003;1;93;0.279856687898089
2003;1;94;0.308539944903581
2003;1;95;0.325881341358555
2003;1;96;0.38498789346247
2003;1;97;0.465161923454367
2003;1;98;0.445205479452055
2003;1;99;0.423188405797101
2003;1;100;0.744744744744745
2003;2;0;0.00453297845795559
2003;2;1;0.000467374101101516
2003;2;2;0.000154855265632086
2003;2;3;8.92209892377182e-05
2003;2;4;0.000158277936055714
2003;2;5;6.765518407848e-05
2003;2;6;0.000110910240342491
2003;2;7;2.09905437600361e-05
2003;2;8;5.87043940238927e-05
2003;2;9;5.37196372133834e-05
2003;2;10;6.86129884387115e-05
2003;2;11;3.28898682760776e-05
2003;2;12;4.83601866703206e-05
2003;2;13;7.95007353818023e-05
2003;2;14;0.000185188302833381
2003;2;15;0.000277135458615882
2003;2;16;0.000309169606809006
2003;2;17;0.000336379436003812
2003;2;18;0.000211550666384599
2003;2;19;0.000200070024508578
2003;2;20;0.000325663284517764
2003;2;21;0.000261109716294251
2003;2;22;0.000316308677730881
2003;2;23;0.000287136294027565
2003;2;24;0.000192847293870349
2003;2;25;0.000157865656326466
2003;2;26;0.000307935102677111
2003;2;27;0.000243072435585805
2003;2;28;0.000443781730393723
2003;2;29;0.000404091425685061
2003;2;30;0.000185999323638823
2003;2;31;0.000381356634776409
2003;2;32;0.000410745091596155
2003;2;33;0.00045374719559025
2003;2;34;0.000357903706859821
2003;2;35;0.000291134941045174
2003;2;36;0.000462360039762963
2003;2;37;0.000547707615417969
2003;2;38;0.000575871004894904
2003;2;39;0.00066244608215837
2003;2;40;0.000554012106793981
2003;2;41;0.000796995158678345
2003;2;42;0.00085437299483889
2003;2;43;0.00105359275128187
2003;2;44;0.00104959328260299
2003;2;45;0.000927319172761312
2003;2;46;0.00138557462858902
2003;2;47;0.00151430415143042
2003;2;48;0.00163964135002891
2003;2;49;0.00176334188554148
2003;2;50;0.00194815830079219
2003;2;51;0.00228257204368013
2003;2;52;0.00229913085886472
2003;2;53;0.00241592497210781
2003;2;54;0.00292684495762507
2003;2;55;0.00322820958529923
2003;2;56;0.00302249911329745
2003;2;57;0.00391787761223725
2003;2;58;0.00442426359296775
2003;2;59;0.00469185899061628
2003;2;60;0.00497608946840183
2003;2;61;0.00568081610678449
2003;2;62;0.00632286109464533
2003;2;63;0.00639460400538724
2003;2;64;0.00708413219380626
2003;2;65;0.00815609228550829
2003;2;66;0.00816065095425054
2003;2;67;0.00967251959414302
2003;2;68;0.0108857509627728
2003;2;69;0.0120549517932393
2003;2;70;0.0138379593693959
2003;2;71;0.0147664347579157
2003;2;72;0.0158992871385193
2003;2;73;0.0181009396592613
2003;2;74;0.0191481099610343
2003;2;75;0.0212281436498796
2003;2;76;0.024979524979525
2003;2;77;0.0272728512402329
2003;2;78;0.0311988208319686
2003;2;79;0.0369301145000907
2003;2;80;0.0423298632022714
2003;2;81;0.0483713210231483
2003;2;82;0.0542069562707461
2003;2;83;0.0623395672900623
2003;2;84;0.0694412596499274
2003;2;85;0.0823451364126379
2003;2;86;0.0925446428571428
2003;2;87;0.10790311978561
2003;2;88;0.122613528378495
2003;2;89;0.140365528538849
2003;2;90;0.159443713587671
2003;2;91;0.173565819246639
2003;2;92;0.196474974579144
2003;2;93;0.228929384965831
2003;2;94;0.248222482224822
2003;2;95;0.272816728167282
2003;2;96;0.313031643416128
2003;2;97;0.336882865440465
2003;2;98;0.376068376068376
2003;2;99;0.412859560067682
2003;2;100;0.763888888888889
2004;1;0;0.00561139189422911
2004;1;1;0.000623793836137157
2004;1;2;8.03237045292529e-05
2004;1;3;0.000125115992951799
2004;1;4;8.37196647027429e-05
2004;1;5;4.29811742456804e-05
2004;1;6;8.43597098025983e-05
2004;1;7;6.29247420085578e-05
2004;1;8;0.000100312976486638
2004;1;9;5.53260548834465e-05
2004;1;10;1.71298873709905e-05
2004;1;11;9.83058623062555e-05
2004;1;12;9.3039122951201e-05
2004;1;13;0.000121181825755682
2004;1;14;0.0001504539949297
2004;1;15;0.000253897726821915
2004;1;16;0.000259559074023003
2004;1;17;0.000277968398467699
2004;1;18;0.000508754078804252
2004;1;19;0.00052276271079505
2004;1;20;0.000807928977406172
2004;1;21;0.000961889921317404
2004;1;22;0.000950001425002138
2004;1;23;0.000700478976164783
2004;1;24;0.000820232399179768
2004;1;25;0.000683741730420963
2004;1;26;0.000718058219404579
2004;1;27;0.000494741085498589
2004;1;28;0.000785545954438335
2004;1;29;0.000595967851791309
2004;1;30;0.000646694582316137
2004;1;31;0.000634672655372748
2004;1;32;0.000590196359924072
2004;1;33;0.000583425971916712
2004;1;34;0.00068499294620359
2004;1;35;0.0008322454308094
2004;1;36;0.00062399088973301
2004;1;37;0.000848269457180674
2004;1;38;0.00105321627724115
2004;1;39;0.000761888333045828
2004;1;40;0.00109695018980125
2004;1;41;0.00106319868718075
2004;1;42;0.0012658638709468
2004;1;43;0.00137386802489717
2004;1;44;0.00165413277399772
2004;1;45;0.00182954974612899
2004;1;46;0.002025760926448
2004;1;47;0.00199825362708221
2004;1;48;0.00241479974528825
2004;1;49;0.00277909577713008
2004;1;50;0.00340371125470818
2004;1;51;0.0033822725169324
2004;1;52;0.00368956634843449
2004;1;53;0.00374692769117066
2004;1;54;0.00419490688951767
2004;1;55;0.00453594416316622
2004;1;56;0.00534370062885289
2004;1;57;0.0063223638274854
2004;1;58;0.00625094596639927
2004;1;59;0.00684800927302815
2004;1;60;0.00762014138388596
2004;1;61;0.00840772438742526
2004;1;62;0.00911840217818345
2004;1;63;0.0100228076416062
2004;1;64;0.0111888420541566
2004;1;65;0.013050643623892
2004;1;66;0.0142840278597568
2004;1;67;0.0159435572963744
2004;1;68;0.0174617200585574
2004;1;69;0.0204634868558242
2004;1;70;0.0213609110060253
2004;1;71;0.0249073251432248
2004;1;72;0.0272946457003351
2004;1;73;0.0290673195377922
2004;1;74;0.0334636285632567
2004;1;75;0.0361960393699458
2004;1;76;0.0387660109401012
2004;1;77;0.0457028768490789
2004;1;78;0.0500102480016397
2004;1;79;0.0561202028902287
2004;1;80;0.0625445365148523
2004;1;81;0.0722866040973708
2004;1;82;0.0822720983137503
2004;1;83;0.0879226820274276
2004;1;84;0.105528533958084
2004;1;85;0.11595818815331
2004;1;86;0.130276269950579
2004;1;87;0.144800226693114
2004;1;88;0.169382213170401
2004;1;89;0.189494776012595
2004;1;90;0.198298374189201
2004;1;91;0.224815330264426
2004;1;92;0.252385700042729
2004;1;93;0.281889462612354
2004;1;94;0.308391234633886
2004;1;95;0.321604237608778
2004;1;96;0.361650485436893
2004;1;97;0.376785714285714
2004;1;98;0.406153846153846
2004;1;99;0.543417366946779
2004;1;100;0.778115501519757
2004;2;0;0.00534116160071759
2004;2;1;0.000412741324693282
2004;2;2;0.000147202624412504
2004;2;3;0.00013210621339557
2004;2;4;6.66104178693548e-05
2004;2;5;9.00545955985817e-05
2004;2;6;0.000224519808260084
2004;2;7;4.41837602589168e-05
2004;2;8;8.3672380793005e-05
2004;2;9;9.74554385007455e-05
2004;2;10;8.92275570387158e-05
2004;2;11;0.000102583391748876
2004;2;12;3.27893041289931e-05
2004;2;13;8.03645335240652e-05
2004;2;14;0.000158494932124545
2004;2;15;0.000117478245546316
2004;2;16;0.000172564042830395
2004;2;17;0.000126805851184276
2004;2;18;0.000278940027894003
2004;2;19;0.000343882239437562
2004;2;20;0.000258100381194409
2004;2;21;0.000281914197400348
2004;2;22;0.000298095171851867
2004;2;23;0.000254231487547546
2004;2;24;0.000189196859332135
2004;2;25;0.000190588728582592
2004;2;26;0.000370547337422356
2004;2;27;0.000286090290095554
2004;2;28;0.000204004042989216
2004;2;29;0.000387931794537215
2004;2;30;0.000234372384236783
2004;2;31;0.000268857858211087
2004;2;32;0.000214378179599443
2004;2;33;0.000392683006642888
2004;2;34;0.000401740877134248
2004;2;35;0.000458124066784308
2004;2;36;0.000564179441301159
2004;2;37;0.000384071775333374
2004;2;38;0.000546614029760097
2004;2;39;0.000574699606028296
2004;2;40;0.000751585846135346
2004;2;41;0.000617956515375734
2004;2;42;0.000931027770019213
2004;2;43;0.000713993399914669
2004;2;44;0.000929653309478079
2004;2;45;0.00110114834041214
2004;2;46;0.00106655476583878
2004;2;47;0.00141951924474735
2004;2;48;0.00161808119669154
2004;2;49;0.00200335043089305
2004;2;50;0.00204679394431309
2004;2;51;0.00212277583142053
2004;2;52;0.00207761628158626
2004;2;53;0.00223272689214883
2004;2;54;0.00287402203416893
2004;2;55;0.00324005416209943
2004;2;56;0.00348629993074092
2004;2;57;0.0035106440562631
2004;2;58;0.00417809113461287
2004;2;59;0.00462890807643153
2004;2;60;0.00530166134643093
2004;2;61;0.00588175469523358
2004;2;62;0.00593582588244078
2004;2;63;0.00671758920163231
2004;2;64;0.00736315336963471
2004;2;65;0.00781335253933958
2004;2;66;0.00774735885493582
2004;2;67;0.00954534036674202
2004;2;68;0.00949693251533742
2004;2;69;0.011502161523582
2004;2;70;0.0128641994875452
2004;2;71;0.0145258070647009
2004;2;72;0.0158852903783897
2004;2;73;0.016852146263911
2004;2;74;0.0197815407128671
2004;2;75;0.0221711911205883
2004;2;76;0.0232866262496487
2004;2;77;0.028036335090277
2004;2;78;0.0306318700602249
2004;2;79;0.0353640122489875
2004;2;80;0.0388253871673403
2004;2;81;0.0457065787501873
2004;2;82;0.0520188876248656
2004;2;83;0.0605337980372375
2004;2;84;0.0672113698973203
2004;2;85;0.0769721017248823
2004;2;86;0.0950504020840412
2004;2;87;0.103604490841048
2004;2;88;0.117590470531647
2004;2;89;0.135294503046583
2004;2;90;0.15647120184785
2004;2;91;0.170508955488562
2004;2;92;0.188081441709638
2004;2;93;0.210292997160075
2004;2;94;0.238948410912037
2004;2;95;0.275523330604608
2004;2;96;0.296138743455497
2004;2;97;0.330745706892496
2004;2;98;0.35621139327385
2004;2;99;0.374523679912901
2004;2;100;0.696868008948546
2005;1;0;0.00441162366932003
2005;1;1;0.000554954885995044
2005;1;2;0.000252179901261869
2005;1;3;0.00026002340210619
2005;1;4;0.000103878835726009
2005;1;5;0.00014596561467163
2005;1;6;0.000235525865022268
2005;1;7;0.000126132565326158
2005;1;8;0.000104453914932732
2005;1;9;8.00128020483277e-05
2005;1;10;9.19100751824415e-05
2005;1;11;3.4147465831192e-05
2005;1;12;0.000114353859851177
2005;1;13;0.00012369540007731
2005;1;14;0.000151050556621301
2005;1;15;0.000210066696176036
2005;1;16;0.000284776331922636
2005;1;17;0.000323407420583265
2005;1;18;0.0003982339191412
2005;1;19;0.000454636858809026
2005;1;20;0.000539214364670675
2005;1;21;0.000692430055207261
2005;1;22;0.000725516214332764
2005;1;23;0.000600955895471234
2005;1;24;0.000709769605050571
2005;1;25;0.000810314401987971
2005;1;26;0.000693025970236358
2005;1;27;0.000597695138123611
2005;1;28;0.000653523581309226
2005;1;29;0.000796594117594994
2005;1;30;0.000794643762891827
2005;1;31;0.000578857239333349
2005;1;32;0.000551057950226501
2005;1;33;0.00063571275319247
2005;1;34;0.000629153395462231
2005;1;35;0.000845301667032422
2005;1;36;0.000814478163840427
2005;1;37;0.000576341942116577
2005;1;38;0.000657092584345134
2005;1;39;0.00112622368535043
2005;1;40;0.000934122786847551
2005;1;41;0.00127070307423505
2005;1;42;0.00123281760463539
2005;1;43;0.00160808264570203
2005;1;44;0.00142440593893488
2005;1;45;0.00191167057819501
2005;1;46;0.00198282670430677
2005;1;47;0.00191026811373703
2005;1;48;0.00222068942312545
2005;1;49;0.00273518441773726
2005;1;50;0.00281955685398602
2005;1;51;0.00278920698167959
2005;1;52;0.00332441759410042
2005;1;53;0.00430140563791382
2005;1;54;0.0045910750192014
2005;1;55;0.0048747035932349
2005;1;56;0.0052022286090461
2005;1;57;0.00566858993825286
2005;1;58;0.00597471168542448
2005;1;59;0.00668667082996969
2005;1;60;0.00777397102428982
2005;1;61;0.00851050515480046
2005;1;62;0.00926168484920186
2005;1;63;0.0101996587817587
2005;1;64;0.0110999524287753
2005;1;65;0.0129091335469966
2005;1;66;0.0143834533836114
