year;sex;age;pop;immig;emig;born;dead
2065;2;67;60749.2983646218;73.4066197163483;209.306418558662;0;212.45323565549
2065;2;68;60738.4504712019;64.8760473825845;184.968028159131;0;238.809165167841
2065;2;69;62291.0662047543;56.407735833784;172.706876823088;0;270.096373818761
2065;2;70;64899.8747131745;49.5693725767135;112.283726517488;0;315.658657952772
2065;2;71;68315.0562993736;42.6727268972272;112.382050177552;0;371.11682115968
2065;2;72;69649.0996007571;38.3941100287069;111.366626715106;0;416.900608037067
2065;2;73;70849.8117301868;37.0971900402354;111.894116836107;0;476.168868193026
2065;2;74;70891.9593162784;31.2901379127395;112.242799900394;0;526.251303212987
2065;2;75;70990.3546016686;32.6904636710515;112.985449587444;0;591.070774869164
2065;2;76;67026.058404676;29.6233205885465;111.406998970485;0;619.366192766544
2065;2;77;64622.0293966451;26.3431737101121;110.198465456353;0;676.029153913766
2065;2;78;61080.7087924035;25.4078224745769;107.513687074289;0;729.122646422006
2065;2;79;58654.7167446771;21.7773456918007;105.204039016345;0;795.999517229253
2065;2;80;56052.9252839389;18.1956907427016;62.874077541968;0;881.025980894964
2065;2;81;52901.2455744758;18.6571257288897;60.6682354609871;0;968.735908620217
2065;2;82;50526.2798569953;16.3622345057714;58.4855572046306;0;1071.1121505383
2065;2;83;49052.3437173122;14.7413945444258;55.4664278898208;0;1225.57382626409
2065;2;84;47175.6976980352;13.338156931395;51.536933320102;0;1380.62235229844
2065;2;85;46477.0289394713;10.2047009989761;50.8720065361773;0;1632.70053628801
2065;2;86;43154.0465804156;9.84695507609104;45.3370354821362;0;1813.07423027612
2065;2;87;39640.4014603041;8.07490438839804;42.3840814272301;0;1983.46580586643
2065;2;88;37477.497405563;7.00686552360135;38.9241377360754;0;2268.41708954871
2065;2;89;34907.2019987436;6.10524570735246;34.9557028772689;0;2542.46130143467
2065;2;90;32966.4150831051;4.87727024849949;35.3615348031566;0;2915.13378428303
2065;2;91;30740.3624392255;3.5350798666204;31.6365607847245;0;3244.80545737558
2065;2;92;26579.2852376568;3.01587118369331;26.7770424747482;0;3367.5510236366
2065;2;93;23137.5725221525;2.38853573640065;23.2998687672158;0;3518.31855202096
2065;2;94;19272.8579078119;1.29715538137182;18.9025969541312;0;3503.79893180677
2065;2;95;15285.4073482441;0.87009432745495;15.6606306155974;0;3251.47157939499
2065;2;96;11726.6445398936;0.626221861034825;12.2953388728686;0;2989.02000613096
2065;2;97;9236.17161433323;0.388201847984355;9.35849295497261;0;2754.40027847408
2065;2;98;6935.25792903464;0.142364910650508;6.70167498186921;0;2502.48699134907
2065;2;99;4842.29159382499;0.19785582303319;4.6747340173618;0;2001.25578559964
2065;2;100;7790.48308033743;0.286665354906366;8.19338112081611;0;4382.70066394523
2066;1;0;67307.3030725994;555.216928950044;88.8036287225855;0;74.6319042842719
2066;1;1;67497.162512999;888.551921035426;381.843613828674;0;13.9041858547326
2066;1;2;67645.999982611;847.932026449939;403.27242386452;0;5.05742969712
2066;1;3;67801.7961829072;859.269909702594;422.889379652863;0;3.13836101161332
2066;1;4;67913.6538107991;812.497842716526;436.118382256517;0;2.90979343338204
2066;1;5;67992.6556067442;772.173044722823;448.128808594115;0;2.57916017996526
2066;1;6;68055.6195787612;738.51003729564;453.003220723561;0;2.32611525103224
2066;1;7;68130.4775321881;708.254935844557;442.648499930935;0;2.01211288387146
2066;1;8;68249.6858664294;680.595987002369;399.806807459842;0;1.93999125371842
2066;1;9;68420.0501208072;661.762727712811;363.953379142853;0;1.88442664330345
2066;1;10;68635.7812074958;644.469256885617;331.628196939115;0;1.89366273987804
2066;1;11;68891.0614642308;630.866005481847;302.405161509928;0;2.11538297514251
2066;1;12;69177.5170545198;615.068130464634;274.645719477678;0;2.37195735851937
2066;1;13;69488.2568873259;603.570307211226;251.334887256648;0;3.13034200065412
2066;1;14;69824.7153179853;605.394646749103;235.313186218435;0;3.965083325701
2066;1;15;70168.3761973954;603.927273068294;224.191447958575;2.36353512114253;5.28565861043381
2066;1;16;70546.098427166;625.949293125917;195.660461418846;2.83662502952071;7.16755191300427
2066;1;17;70925.6695061638;606.638957271282;165.995084223493;5.05986993097529;10.2799404315698
2066;1;18;71286.812488576;622.79262025644;164.881206496556;18.772439830473;13.6177519685593
2066;1;19;71584.659768379;718.860921448048;282.759891052574;44.6123242657156;17.8066880079444
2066;1;20;71870.8712480951;858.789668783657;390.126236904007;85.80366699413;21.5630589637578
2066;1;21;72172.6402362054;1009.03474304123;477.390401080781;183.48037549313;25.0538971750653
2066;1;22;72573.4728523658;1237.99820444841;552.968679533295;375.005433995349;28.3744434487176
2066;1;23;73073.0698403897;1477.78679478084;641.263061028959;641.382572865054;30.7295108545846
2066;1;24;73597.9389828327;1664.67669072679;746.449214348008;971.100054689581;32.4101272368373
2066;1;25;74078.6563116325;1766.83612505494;845.890433826537;1329.34175844158;33.6707459140726
2066;1;26;74480.2084681546;1808.19645547194;923.701700619323;1822.05165461408;34.9850471156101
2066;1;27;74786.211333046;1835.59758954786;979.264422511898;2458.97575008413;35.6092904136406
2066;1;28;75038.2611353897;1818.46295995251;1007.50809173472;3076.48697380361;36.2100418323538
2066;1;29;75261.1482688701;1789.48247338735;1020.67500838035;3778.27240217773;35.9232195944671
2066;1;30;75471.961700059;1745.54667505486;1024.03884276107;4461.40407389437;35.8141952552824
2066;1;31;75702.3484747007;1689.82099691798;1011.68966927918;5064.99464858874;36.1363910460489
2066;1;32;75917.434562683;1606.49550321414;994.333874617029;5446.8337245367;35.7327430294911
2066;1;33;76194.732624032;1520.6682102218;962.140404973229;5651.30667144955;35.3219697053565
2066;1;34;76530.7568563522;1421.10800558721;937.256323088035;5603.15237991909;36.7054788630735
2066;1;35;76918.8710538312;1340.15439979414;908.484575683703;5262.69430515719;36.9502389200211
2066;1;36;77381.17060751;1242.76538819195;879.591178592327;4716.80577721502;36.1991446122644
2066;1;37;77154.0277393315;1161.00331634405;846.901319521367;4029.37897646259;35.9242623279151
2066;1;38;76913.1061480097;1067.95500219319;810.596491053504;3351.85647536246;36.3440751534261
2066;1;39;76684.9878584292;1000.17363672064;775.459610809235;2651.4969419839;36.0750456275426
2066;1;40;76418.8772319741;927.743653931067;739.298066285008;2027.78796685539;36.8743987954755
2066;1;41;76062.2899070012;867.790943443068;706.275060284242;1416.01226240673;37.9391694484663
2066;1;42;76717.6543564037;798.655257064599;676.382592785238;967.453026251499;38.3592112179839
2066;1;43;77206.8004718276;737.229765187089;640.810876118427;635.058764595852;40.8655512594684
2066;1;44;77739.5933894767;684.878768942093;607.110255371391;351.556865455316;44.4717899349413
2066;1;45;78099.8497770237;641.522916204804;575.899624084628;207.639713892026;45.2819606587408
2066;1;46;77952.1474410009;587.880618624883;555.303946211378;118.100372905176;47.9404584677527
2066;1;47;78589.7667754546;544.679994531306;534.46839242156;68.0126800378802;51.9309400079747
2066;1;48;78978.2810000241;493.169442395589;513.588985731;41.6983138689282;58.4259720438863
2066;1;49;78824.4484777167;459.856130805203;484.282207614093;46.7322984817644;65.4272948077179
2066;1;50;80272.8031047612;414.800174141754;459.63233376084;0;73.2022107498322
2066;1;51;79161.353883421;383.613522752569;441.419298443479;0;79.8534911634083
2066;1;52;78833.5934218569;352.023067307096;428.181732738267;0;82.6333117065828
2066;1;53;77961.137442128;323.82470793057;413.9530657703;0;94.2609279811388
2066;1;54;77720.7515937789;299.986572770676;402.554325744147;0;104.249849828586
2066;1;55;76745.7431051006;283.537947127224;388.588189502364;0;108.605933877892
2066;1;56;78366.7312448605;258.90823301131;376.567308914939;0;124.220421093423
2066;1;57;76421.4404707875;233.163045025037;351.190398489668;0;131.624694524456
2066;1;58;75385.5267054049;220.071562982643;334.321018155291;0;139.387917360981
2066;1;59;74062.9346280894;201.717187461481;315.649035743898;0;154.066971715082
2066;1;60;73157.0214714002;188.048579178746;304.708870502359;0;163.970150572479
2066;1;61;70791.0586856058;176.048893252636;297.430370514849;0;176.048170197463
2066;1;62;70381.9923707917;165.97175081523;286.661660077251;0;190.948692692956
2066;1;63;69101.3075937198;159.929796507112;279.027336741478;0;207.592802906689
2066;1;64;67353.5756956876;149.167758350633;298.380102738379;0;224.619506542028
2066;1;65;65494.1858311688;144.95742305279;304.38551532262;0;245.448656853325
2066;1;66;65654.5450638496;125.169596007327;307.937834312668;0;270.186765232583
2066;1;67;66562.3667722442;109.35975360287;288.800375644598;0;300.941923585982
2066;1;68;64314.4504802018;96.2711088265719;247.79147196153;0;313.213815989889
2066;1;69;62540.5534738564;82.0363753404262;222.552043261039;0;338.585674180824
2066;1;70;63596.6348330713;68.5325726432895;148.710005844587;0;383.578710755607
2066;1;71;66488.2158152952;59.9586455837626;148.543977071483;0;436.177112783376
2066;1;72;68838.5583442895;53.203808836095;147.226899175831;0;502.171283034932
2066;1;73;69970.7237173706;45.5301561946343;144.879058218477;0;558.134089169846
2066;1;74;71327.7330034466;41.429236792007;143.783528558105;0;648.322698230112
2066;1;75;71159.1708927108;35.895636083278;143.421633024439;0;721.546995797657
2066;1;76;70273.4426480612;32.2662142304172;142.257151454662;0;801.196998788177
2066;1;77;66022.8529586598;28.8762236107359;137.995174487256;0;863.938459385062
2066;1;78;63513.5491153856;25.1141647752097;135.643116194874;0;954.138969210062
2066;1;79;58780.1445610071;22.9148360594609;130.290195832065;0;1002.23957311891
2066;1;80;56670.3894238619;18.9535427646606;76.4083228191298;0;1129.73106019406
2066;1;81;54124.4954569586;14.9469056569903;74.6582033252122;0;1263.61018257777
2066;1;82;50460.8333460558;14.5504219640137;71.2012048647179;0;1374.68908911718
2066;1;83;47427.8506760105;13.3722206353436;66.6507254179068;0;1528.66667462239
2066;1;84;45492.2540375927;11.7881270968728;63.3918083416077;0;1743.21614112933
2066;1;85;42359.3657830235;10.3874081572305;56.802672721627;0;1945.38343616065
2066;1;86;40945.8161375094;8.20655036931863;54.5051516150606;0;2246.26495187602
2066;1;87;37114.4044148372;6.65467879981796;47.9242176834733;0;2437.02106153292
2066;1;88;33003.0124696108;5.75855263619378;42.8455355881708;0;2601.81830474084
2066;1;89;30275.838089812;3.90636805522766;37.7136350150818;0;2838.67091424404
2066;1;90;27097.9047818362;3.80650871472124;37.5359241289354;0;3084.0451915016
2066;1;91;24304.4861328584;2.78231699462392;32.323296161609;0;3291.20738455675
2066;1;92;21469.7268082619;2.06929648654705;27.4568776164671;0;3499.49594789458
2066;1;93;17353.1200808691;1.39327173639338;21.8350132721343;0;3413.56453559928
2066;1;94;14055.5427480418;0.589870299491112;17.6539502198847;0;3274.17865982792
2066;1;95;10820.5291756327;0.384060613267899;13.152243985637;0;2931.93156928108
2066;1;96;7749.3349685061;0.347861542619373;10.089586171155;0;2560.61288460403
2066;1;97;5376.85534029987;0.188279914385189;7.15184281304159;0;2088.15209207406
2066;1;98;3766.98358856515;0.20821676334644;5.01524797268685;0;1681.83932841858
2066;1;99;2522.4741293504;0.0982052443667178;3.2540859642263;0;1333.45298498692
2066;1;100;3333.91686848334;0.281720298175202;4.67340839891146;0;2340.03991337109
2066;2;0;63619.5997114336;526.259067362925;83.9699519901892;0;67.6845073961986
2066;2;1;63791.3664128671;832.530055091921;361.164126383313;0;13.2834503118892
2066;2;2;63914.4658242953;783.608510170012;381.17335202086;0;4.52412079968788
2066;2;3;64045.322541587;795.36205855379;399.087975358637;0;3.18726264826224
2066;2;4;64133.7613613936;749.595572256714;411.045226421616;0;2.83172031550593
2066;2;5;64201.1257838109;721.234694454496;422.168116756651;0;2.50853053229729
2066;2;6;64257.4814691517;693.771779980558;426.975501776113;0;2.26146988707437
2066;2;7;64324.8764705149;665.169966152515;417.386815735529;0;1.95549521045422
2066;2;8;64429.6807241385;634.494291883633;376.854127267639;0;1.8846944644859
2066;2;9;64591.0856796769;625.045078587282;343.047871894546;0;1.83008345889434
2066;2;10;64785.5343333533;598.901232708548;312.496091594651;0;1.83860360155276
2066;2;11;65019.5544127063;588.161917598058;284.760793951049;0;2.05330514157692
2066;2;12;65272.9792806185;563.003916302602;258.337958934458;0;2.27462428314548
2066;2;13;65538.6222618053;540.937226413018;235.997425032281;0;2.80171228457675
2066;2;14;65823.6709227927;537.081151513278;220.526369214863;0;3.21397303750515
2066;2;15;66103.6746243064;523.184736867642;209.666178228255;2.23388779490985;4.13920498718494
2066;2;16;66415.6672545355;542.675414428324;182.480908935108;2.68102723564309;5.00174473888435
2066;2;17;66751.9302745387;545.26778769825;154.544355545574;4.78232017012428;6.15020988862468
2066;2;18;67143.6095999911;651.822709794513;174.230445895848;17.7427125338005;7.0067236278948
2066;2;19;67519.6543014065;891.146696578903;392.446154317148;42.1651981340424;8.13791739570051
2066;2;20;67862.3778855725;1064.40700366729;560.151095624852;81.0970663148177;8.66389534762992
2066;2;21;68197.2784076;1193.09408682371;654.44143813517;173.415900509846;9.50459375094754
2066;2;22;68645.7987400003;1414.25322359233;713.782464366837;354.435207894068;9.84352440488798
2066;2;23;69213.7804404119;1632.70599373707;765.306713155771;606.200723896381;10.1562575942453
2066;2;24;69800.1330928808;1780.53515473955;843.313944366356;917.832166064321;10.5430712501976
2066;2;25;70319.043302917;1834.36176190881;921.608664267749;1256.42318698067;11.1196722861236
2066;2;26;70725.2910145548;1819.45052048515;980.854902796404;1722.10639754324;11.3604246387983
2066;2;27;71008.4120845071;1779.21413313386;1001.69338768541;2324.09320553565;11.7265350448844
2066;2;28;71251.6873071756;1753.52651962459;1008.57825221226;2907.73199877684;12.3759908155178
2066;2;29;71451.2881968793;1681.18629885581;992.12809365539;3571.02229180735;12.9413594964222
2066;2;30;71631.5260754672;1607.26456376897;970.612987486464;4216.68204533218;13.5796098386923
2066;2;31;71821.156952656;1523.65908389115;936.746670443813;4787.16378087779;14.4216108940998
2066;2;32;71996.9712410433;1426.80194800735;901.391965252284;5148.05778399607;15.0222435078365
2066;2;33;72221.2146927957;1320.13587350928;854.367213232161;5341.31474743695;15.9354588486546
2066;2;34;72526.4941235667;1236.21470291079;815.940985227139;5295.80187006941;16.7250650415151
2066;2;35;72868.8365128025;1130.76230385217;771.078143751894;4974.01899022734;17.5565633766246
2066;2;36;73289.1356605546;1037.78088685298;733.743609187042;4458.07416290368;17.879425316419
2066;2;37;73068.2326929224;953.426341858836;693.938838908026;3808.35488166343;18.5422009923227
2066;2;38;72854.4756574667;879.896181790851;654.993497322093;3167.99661812608;19.0366063568969
2066;2;39;72640.9651191219;800.868522636828;618.80100178601;2506.05400527131;19.6963446387966
2066;2;40;72390.125951127;734.94733035576;588.338932012004;1916.55742675556;20.7852862815646
2066;2;41;72062.5170291859;685.021157640564;557.006242362046;1338.33954153556;21.1388563798621
2066;2;42;72690.1731863147;622.852430105703;522.667576212957;914.385188592887;23.6899431845852
2066;2;43;73167.4201262114;568.73568167775;491.580209872091;600.223796376434;23.8420611967336
2066;2;44;73684.0108907554;517.934415647574;463.048910771449;332.272867000074;26.0538917804392
2066;2;45;74439.647767063;468.822706005126;432.677796630822;196.250023303123;29.0883316872013
2066;2;46;73787.2090985752;421.549666493007;407.906331492478;111.622196449378;31.2168177119008
2066;2;47;74327.8669302235;392.40567907077;388.568777352906;64.2819708819412;34.471648440917
2066;2;48;75011.9462943717;354.171474884083;371.972752814684;39.4110303616265;38.26451402285
2066;2;49;74972.3741596309;319.716627147506;354.247441856402;44.1688851046281;42.3412066691674
2066;2;50;76446.5714484257;297.719154259077;339.285554240553;0;46.2761672758688
2066;2;51;74642.1931037775;277.072219088889;330.038007731764;0;50.1158366222427
2066;2;52;75067.2467935966;256.425268876393;317.009882945062;0;54.6144984541535
2066;2;53;74317.6274843921;237.797489664529;308.68758401357;0;57.2435506165936
2066;2;54;74409.609056458;222.20034918152;294.121185540145;0;64.8637739110491
2066;2;55;73721.953700799;204.492061304728;290.096336318586;0;69.5969824310886
2066;2;56;75132.8379069517;188.700583525512;282.342547672264;0;81.5781752150756
2066;2;57;73327.7987062182;173.893771950232;269.923533664442;0;85.752133798769
2066;2;58;72257.852753888;159.926650163414;252.335462505154;0;95.0363304585172
2066;2;59;71267.5235530584;143.667395488313;240.6683689097;0;101.120822513938
2066;2;60;70580.8010401866;133.998847485335;231.546556265707;0;114.420503480108
2066;2;61;68557.7493469912;126.129083339364;229.839306391772;0;124.966930064192
2066;2;62;67790.1043441756;117.736604407231;226.912408834615;0;131.52339643453
2066;2;63;66835.5830997266;109.735504038986;220.032606692235;0;148.999800523825
2066;2;64;65122.494343197;103.794968549822;234.516737957751;0;160.043354952328
2066;2;65;62581.6615912335;94.8793887105399;236.673632827468;0;177.899941381319
2066;2;66;61912.1004882622;86.1772157269156;238.813728817486;0;193.258958695272
2066;2;67;60740.7802966229;73.4801242735516;209.845137403228;0;208.648936310451
2066;2;68;60394.9698505488;64.938695838399;186.145244074629;0;233.121965836718
2066;2;69;60364.9977988673;56.4617703219332;173.233110180811;0;256.68133247572
2066;2;70;61933.6431278188;49.6171325006598;111.610029334101;0;295.430180101998
2066;2;71;64487.5561254017;42.7140921762685;111.621705534399;0;343.410974414652
2066;2;72;67843.2360956303;38.4314950159851;111.635411228884;0;398.61628753039
2066;2;73;69119.5623020439;37.1318371611809;110.547816054638;0;456.121319819821
2066;2;74;70257.9295261065;31.3226577307501;110.973113026561;0;512.231748784497
2066;2;75;70238.7426864328;32.7205169546915;111.214798479593;0;574.722348320641
2066;2;76;70270.1328061106;29.6543424524338;111.844028447327;0;638.032109563061
2066;2;77;66261.0760721263;26.3717697091216;110.14703479247;0;681.207067466401
2066;2;78;63790.2613286169;25.4355251090029;108.796848099346;0;748.406745037868
2066;2;79;60193.5347558767;21.8031441995745;105.974631514392;0;803.002549211997
2066;2;80;57717.2798227435;18.2203421889874;63.3234790258583;0;892.333785096698
2066;2;81;55019.6629580285;18.6795121564808;61.7899152422903;0;990.151922824608
2066;2;82;51778.2038036206;16.3838959011484;59.4609510735929;0;1079.96471568266
2066;2;83;49272.2519737287;14.7606055816374;57.137587628007;0;1211.65090122021
2066;2;84;47640.363474119;13.3563435970294;53.9871835116457;0;1371.34940327859
2066;2;85;45557.7153292706;10.2208968105588;49.9214532235616;0;1578.28181235157
2066;2;86;44592.8211284314;9.86075773717848;48.9851153709127;0;1845.08345340619
2066;2;87;41089.3294437796;8.08628369782856;43.3476237377289;0;2029.45579659611
2066;2;88;37374.0648592526;7.0162460238697;40.1723486016609;0;2233.18049847371
2066;2;89;34932.6868488281;6.11271193209745;36.4982707536009;0;2514.42499791345
2066;2;90;32071.0731878589;4.88365735374212;36.0058865688239;0;2805.0065816696
2066;2;91;29821.7360226588;3.54037602116486;32.2456336010081;0;3115.97380286653
2066;2;92;27289.3446559894;3.02075353005845;28.3845889596591;0;3425.65394780643
2066;2;93;23076.9503892155;2.39204072078072;23.5611411633282;0;3481.16574799878
2066;2;94;19585.3472773216;1.29943447849894;20.0443692276254;0;3533.48031008177
2066;2;95;15895.343927025;0.871347221216462;15.8667066384461;0;3362.51862136965
2066;2;96;12183.7396116356;0.627064556718177;12.7778491039528;0;3089.51695206133
2066;2;97;9036.04878186269;0.388528928764118;9.71015728832036;0;2681.27412967137
2066;2;98;6789.38994272227;0.142568204639009;7.11058976424097;0;2439.81365005136
2066;2;99;4907.11044761723;0.197973656860581;4.8875496741185;0;2023.45790540016
2066;2;100;8074.8196062407;0.286822466676221;8.50145855444103;0;4549.74043183395
2067;1;0;67622.0709715276;555.779851028139;89.2113979172454;0;74.2608436695878
2067;1;1;67799.081198011;889.09899316059;383.488461829966;0;13.8324059190258
2067;1;2;67935.7146187784;848.459459847508;404.877014095009;0;5.03033997308334
2067;1;3;68078.2374535795;859.778326608068;424.419976167501;0;3.12087947209208
2067;1;4;68174.2294435597;812.963055784063;437.636933068788;0;2.89286206269652
2067;1;5;68234.1067416156;772.622879671238;449.606549447163;0;2.56339940752683
2067;1;6;68274.8822167282;738.946446595908;454.408710883205;0;2.31112572864456
2067;1;7;68318.4152510695;708.679665944493;443.885778267715;0;1.998215368463
2067;1;8;68408.7562280335;681.011881675784;400.807420718973;0;1.92576511139806
2067;1;9;68545.2066236563;662.164512416551;364.774081710181;0;1.86967347948922
2067;1;10;68730.7451667297;644.86195061177;332.288892463093;0;1.87801222619351
2067;1;11;68961.9427836882;631.244846380633;302.986101458551;0;2.09716872966065
2067;1;12;69228.986498242;615.436075804329;275.160165277725;0;2.35087651539957
2067;1;13;69526.4982653627;603.921890753432;251.838741852121;0;3.10193805838676
2067;1;14;69854.2921808538;605.745513784663;235.781595083402;0;3.928625173361
2067;1;15;70199.0540378811;604.256045546136;224.680175290183;2.31739367408987;5.23715036016646
2067;1;16;70591.3792748297;626.273605449085;196.167257278338;2.77150578629184;7.10327073649691
2067;1;17;70976.3841846774;606.986932371026;166.512597227753;4.89129713403941;10.1885776318582
2067;1;18;71369.7625917733;623.203493484671;165.607414550107;18.2901113627077;13.5029933250828
2067;1;19;71704.3908424742;719.344945300408;284.100497524205;43.6984142518007;17.6660938780562
2067;1;20;72030.5395843977;859.378454409736;392.092124510518;84.44433368997;21.4065138805665
2067;1;21;72375.8042156132;1009.71232967047;479.89136209537;181.442996003071;24.8880000569259
2067;1;22;72827.2569705281;1238.74750348494;555.9231578624;372.082701034334;28.2076112998366
2067;1;23;73376.943045986;1478.56748400223;644.526297576994;637.490137013631;30.5709928049668
2067;1;24;73956.2407882072;1665.46822266962;750.02909556756;967.935457199769;32.2681792846015
2067;1;25;74482.4834404891;1767.62925243798;849.539728762546;1329.55670743715;33.5450660190526
2067;1;26;74925.3393096382;1808.99123703191;927.43319017893;1826.95378891168;34.8750488472549
2067;1;27;75298.0072160051;1836.38703606944;983.056881909331;2470.43493243374;35.5314063095395
2067;1;28;75558.3040085426;1819.25525233993;1011.02729805882;3093.32640532238;36.1352787844833
2067;1;29;75768.9382754642;1790.26488384255;1023.74485130012;3800.81086716914;35.8428924679007
2067;1;30;75945.1624005412;1746.32186890405;1026.59130756217;4489.10952900999;35.7164296707342
2067;1;31;76112.9280036464;1690.5849294473;1013.61341708659;5095.81232117311;36.0052087732385
2067;1;32;76278.1307170374;1607.24598667177;995.886865990319;5479.48718082192;35.5768783447912
2067;1;33;76440.4629112201;1521.39253882256;963.255707380018;5679.42167225831;35.108482905463
2067;1;34;76642.2235322988;1421.81073450468;937.907857167647;5622.98085167908;36.4119690701517
2067;1;35;76926.175640294;1340.82858817933;908.81091757651;5274.77570346558;36.5988866610846
2067;1;36;77246.8917707221;1243.40479006465;879.628437489171;4719.43901465759;35.7556356845626
2067;1;37;77658.0370947041;1161.61203012686;848.966503088779;4065.81913807524;35.7790398439541
2067;1;38;77373.9412130201;1068.53238432274;812.4714772926;3381.80262294795;36.1474333415214
2067;1;39;77100.8787972919;1000.72697569395;777.124707833404;2674.59876133329;35.829618578349
2067;1;40;76835.7866326058;928.269364886299;740.874251732541;2046.22170133517;36.5963389771702
2067;1;41;76541.7060507793;868.294057104215;707.807269536707;1430.49952631879;37.6579687622745
2067;1;42;76148.5676261853;799.13006569008;675.357299892611;964.879939918566;37.4950466133407
2067;1;43;76775.2317537133;737.682627120669;640.110534036455;634.663677038421;39.9946957745618
2067;1;44;77242.3130022867;685.30537790117;606.337978268706;351.155319859915;43.4548691733357
2067;1;45;77761.2878899384;641.922933774226;575.921085214703;206.700553760443;44.3073480978465
2067;1;46;78086.5171975305;588.260504525729;554.403647976239;119.636831656867;47.1894360426856
2067;1;47;77913.8789487309;545.041154610487;532.77081143211;67.8577962547641;50.5388354484278
2067;1;48;78514.1685412278;493.51275598868;512.084737396185;41.5047029198479;57.0262528192499
2067;1;49;78890.5145640284;460.181435254153;483.64063303524;46.9494691776033;64.3072382145691
2067;1;50;78712.3018378727;415.112499712995;456.802640532692;0;70.4564990242674
2067;1;51;80137.7935387055;383.908938569708;439.444309537472;0;79.474195087977
2067;1;52;79007.6660657456;352.310417735613;424.574389129573;0;81.4238462813659
2067;1;53;78650.6559244304;324.106708685504;413.598635931978;0;93.4455701800803
2067;1;54;77758.3461723843;300.262303515829;400.559366065766;0;102.494207193785
2067;1;55;77507.3455615886;283.80824618383;389.470981411962;0;107.743296962198
2067;1;56;76511.8175900031;259.17676661923;374.123057298447;0;118.979224418281
2067;1;57;78113.9244260046;233.418830891473;354.016353368589;0;132.209296378717
2067;1;58;76168.921711369;220.318028999894;334.443347370714;0;138.393441047702
2067;1;59;75116.5918375786;201.956857778568;317.354705695077;0;153.537019909724
2067;1;60;73782.4545833058;188.282376824918;306.353515757172;0;162.408905851286
2067;1;61;72854.6104598705;176.270952712291;300.627766178596;0;178.054198063299
2067;1;62;70481.9632017912;166.182561910138;287.500995715717;0;187.777050009084
2067;1;63;70054.0406323366;160.134817845893;281.345740985312;0;206.74081531571
2067;1;64;68726.5466096454;149.357203045876;298.771675176099;0;225.346511944139
2067;1;65;66947.5270139826;145.13028204547;304.327455536804;0;246.851508213675
2067;1;66;65057.3341567901;125.32653760833;298.473655417889;0;263.7045565692
2067;1;67;65205.0396753794;109.500852952022;267.591025132066;0;291.415216290118
2067;1;68;66077.8401459124;96.3870986668481;266.152485301327;0;314.761239697253
2067;1;69;63823.8060277741;82.1369437090132;234.15388144311;0;338.627514693595
2067;1;70;62092.3619692473;68.6199974601165;149.093305533273;0;367.718196535994
2067;1;71;63103.1117324113;60.0329712284113;146.990372061676;0;406.565699826758
2067;1;72;65922.6630210203;53.2713131149145;146.713707652064;0;472.110399737732
2067;1;73;68204.7836526791;45.5892836365543;145.292587674285;0;534.071387572652
2067;1;74;69251.5059209655;41.4836062673847;142.83610407111;0;617.865298601372
2067;1;75;70519.8150447288;35.9443015290491;141.591157937723;0;702.271102309173
2067;1;76;70263.334500598;32.3121568511963;141.051980781947;0;787.096568182066
2067;1;77;69272.14581877;28.9173659421665;139.690014507229;0;890.524180726115
2067;1;78;64954.1526351419;25.1533237630395;135.245676497708;0;958.60797078319
2067;1;79;62358.4681324299;22.9502727456413;132.664577204946;0;1045.36667849639
2067;1;80;57593.954249049;18.9863749358364;75.983075884809;0;1129.19361100916
2067;1;81;55339.7715739987;14.9768115143903;74.3984450300024;0;1271.19621634763
2067;1;82;52655.1435026605;14.5786633001893;72.4344716130787;0;1411.49614598519
2067;1;83;48856.3183051094;13.397861571555;68.788643529429;0;1549.12425898857
2067;1;84;45653.0556702023;11.8107782868727;64.052007369022;0;1722.55377672605
2067;1;85;43477.1258707773;10.4075792557491;60.5379640567336;0;1964.99778201444
2067;1;86;40141.6611488154;8.22392526962828;53.8369277667933;0;2172.09163171098
2067;1;87;38414.4629219834;6.66881492163851;51.1990434273241;0;2486.82298702034
2067;1;88;34397.7200344005;5.7706337583706;44.5248760093699;0;2677.93013818565
2067;1;89;30172.857270179;3.9161135120398;39.2927177755497;0;2794.77859516824
2067;1;90;27181.6004536405;3.81417945556026;38.6731757132015;0;3059.37863991385
2067;1;91;23868.6869972089;2.78852850094407;33.2850603278771;0;3198.72125280034
2067;1;92;20904.1021166212;2.07416133500746;28.0906447503828;0;3374.36753282189
2067;1;93;17947.4500779754;1.39622658930136;23.2797789670183;0;3500.39317790885
2067;1;94;14079.9196173174;0.591607902266691;18.0059729956293;0;3255.78609845834
2067;1;95;11064.4931030803;0.38533025139519;14.14281806011;0;2977.29215715282
2067;1;96;8134.88904559238;0.348750190805713;10.1601413699064;0;2675.82873886117
2067;1;97;5583.16245601257;0.188996616654246;7.469169975718;0;2158.89233913446
2067;1;98;3717.95632690925;0.20870441905456;5.08510946772277;0;1654.02260834195
2067;1;99;2464.76005468389;0.0985936023100423;3.40615440486319;0;1298.91597307871
2067;1;100;3436.13373169463;0.282144386118599;4.81934281569332;0;2415.72006770955
2067;2;0;63917.0909304545;526.794281296717;84.3550307437515;0;67.3479653770859
2067;2;1;64076.7213099717;833.051570524167;362.714988094602;0;13.2149838914357
