;year;age;rate;sex
2586;2092;61;0.0027341572850188;1
2587;2092;62;0.0029767581337833;1
2588;2092;63;0.0032369877980437;1
2589;2092;64;0.0035152189030934;1
2590;2092;65;0.0038123970655003;1
2591;2092;66;0.0041304510260478;1
2592;2092;67;0.0044727309887862;1
2593;2092;68;0.0048444409815884;1
2594;2092;69;0.0052530404098338;1
2595;2092;70;0.005708606050661;1
2596;2092;71;0.0062241628441136;1
2597;2092;72;0.0068160038311847;1
2598;2092;73;0.0075040221899386;1
2599;2092;74;0.008312070481446;1
2600;2092;75;0.0092683461908665;1
2601;2092;76;0.0104057832232126;1
2602;2092;77;0.0117624125842327;1
2603;2092;78;0.0133816492952769;1
2604;2092;79;0.0153124739168448;1
2605;2092;80;0.0176095116060736;1
2606;2092;81;0.0203330709482463;1
2607;2092;82;0.0235492830203224;1
2608;2092;83;0.0273305628408775;1
2609;2092;84;0.0317566767377604;1
2610;2092;85;0.036916714110541;1
2611;2092;86;0.0429122121070872;1
2612;2092;87;0.0498615657807364;1
2613;2092;88;0.0579056945876964;1
2614;2092;89;0.0672147649028683;1
2615;2092;90;0.0779956271470296;1
2616;2092;91;0.0904995446819845;1
2617;2092;92;0.105029783449728;1
2618;2092;93;0.121948699224438;1
2619;2092;94;0.141684108360284;1
2620;2092;95;0.16473497779493;1
2621;2092;96;0.191676858301824;1
2622;2092;97;0.22316805618359;1
2623;2092;98;0.259958323772378;1
2624;2092;99;0.302902847681776;1
2625;2092;100;0.35298549940727;1
2424;2093;0;0.0021;2
2425;2093;1;0.00021;2
2426;2093;2;5e-05;2
2427;2093;3;0.00016;2
2428;2093;4;3e-05;2
2429;2093;5;5e-05;2
2430;2093;6;7e-05;2
2431;2093;7;7e-05;2
2432;2093;8;0.0;2
2433;2093;9;7e-05;2
2434;2093;10;3e-05;2
2435;2093;11;6e-05;2
2436;2093;12;2e-05;2
2437;2093;13;0.00012;2
2438;2093;14;0.00018;2
2439;2093;15;0.00018;2
2440;2093;16;7e-05;2
2441;2093;17;0.00016;2
2442;2093;18;0.00019;2
2443;2093;19;0.0002;2
2444;2093;20;0.0001394429126017;2
2445;2093;21;0.0001434178368282;2
2446;2093;22;0.0001474410683511;2
2447;2093;23;0.0001514188139494;2
2448;2093;24;0.0001552366308526;2
2449;2093;25;0.0001587814232988;2
2450;2093;26;0.0001619633600225;2
2451;2093;27;0.0001647352304578;2
