AR;alder;Kon;inc_cvd;inc_ccr
2012;68;1;2082;1155
2012;68;2;1351;856
2012;69;1;2066;1133
2012;69;2;1361;869
2012;70;1;2083;1094
2012;70;2;1368;786
2012;71;1;1857;990
2012;71;2;1279;756
2012;72;1;1723;941
2012;72;2;1316;733
2012;73;1;1828;971
2012;73;2;1413;737
2012;74;1;1870;930
2012;74;2;1431;713
2012;75;1;1696;902
2012;75;2;1459;625
2012;76;1;1788;862
2012;76;2;1381;635
2012;77;1;1677;819
2012;77;2;1482;628
2012;78;1;1616;723
2012;78;2;1492;637
2012;79;1;1539;764
2012;79;2;1478;585
2012;80;1;1639;780
2012;80;2;1625;581
2012;81;1;1454;708
2012;81;2;1655;621
2012;82;1;1548;681
2012;82;2;1797;588
2012;83;1;1466;612
2012;83;2;1718;537
2012;84;1;1353;594
2012;84;2;1769;540
2012;85;1;1308;461
2012;85;2;1674;483
2012;86;1;1210;491
2012;86;2;1690;464
2012;87;1;1125;384
2012;87;2;1579;426
2012;88;1;979;349
2012;88;2;1552;373
2012;89;1;891;325
2012;89;2;1389;346
2012;90;1;746;228
2012;90;2;1224;246
2012;91;1;690;235
2012;91;2;1208;246
2012;92;1;586;179
2012;92;2;1085;253
2012;93;1;359;102
2012;93;2;726;148
2012;94;1;246;74
2012;94;2;620;124
2012;95;1;191;50
2012;95;2;457;105
2012;96;1;144;23
2012;96;2;335;64
2012;97;1;85;12
2012;97;2;199;42
2012;98;1;57;17
2012;98;2;176;28
2012;99;1;31;8
2012;99;2;139;17
2012;100;1;47;11
2012;100;2;185;27
2013;6;1;0;10
2013;6;2;0;10
2013;7;1;0;7
2013;7;2;0;8
2013;8;1;0;5
2013;8;2;0;6
2013;9;1;0;8
2013;9;2;0;6
2013;10;1;0;8
2013;10;2;0;3
2013;11;1;0;13
2013;11;2;0;4
2013;12;1;0;6
2013;12;2;0;7
2013;13;1;1;8
2013;13;2;0;8
2013;14;1;0;8
2013;14;2;1;8
2013;15;1;0;10
2013;15;2;0;5
2013;16;1;0;11
2013;16;2;0;8
2013;17;1;1;11
2013;17;2;0;16
2013;18;1;0;19
2013;18;2;0;11
2013;19;1;0;18
2013;19;2;1;17
2013;20;1;128;33
2013;20;2;80;18
2013;21;1;129;30
2013;21;2;96;28
2013;22;1;116;24
2013;22;2;104;20
2013;23;1;137;35
2013;23;2;94;26
2013;24;1;130;29
2013;24;2;98;34
2013;25;1;125;26
2013;25;2;107;33
2013;26;1;102;34
2013;26;2;112;47
2013;27;1;106;32
2013;27;2;111;44
2013;28;1;123;39
2013;28;2;113;49
2013;29;1;120;35
2013;29;2;97;51
2013;30;1;140;39
2013;30;2;90;55
2013;31;1;112;44
2013;31;2;108;77
2013;32;1;120;43
2013;32;2;136;78
2013;33;1;143;46
2013;33;2;107;77
2013;34;1;136;42
2013;34;2;131;83
2013;35;1;149;45
2013;35;2;124;63
2013;36;1;173;40
2013;36;2;133;102
2013;37;1;177;56
2013;37;2;148;111
2013;38;1;165;80
2013;38;2;146;112
2013;39;1;233;76
2013;39;2;190;101
2013;40;1;255;85
2013;40;2;192;141
2013;41;1;263;74
2013;41;2;179;164
2013;42;1;284;100
2013;42;2;221;195
2013;43;1;310;90
2013;43;2;229;192
2013;44;1;324;96
2013;44;2;213;198
2013;45;1;380;111
2013;45;2;243;247
2013;46;1;444;129
2013;46;2;273;264
2013;47;1;453;127
2013;47;2;318;299
2013;48;1;522;172
2013;48;2;308;346
2013;49;1;568;176
2013;49;2;371;299
2013;50;1;566;201
2013;50;2;359;316
2013;51;1;601;220
2013;51;2;373;311
2013;52;1;653;234
2013;52;2;392;316
2013;53;1;662;286
2013;53;2;415;328
2013;54;1;761;259
2013;54;2;427;332
2013;55;1;816;340
2013;55;2;468;342
2013;56;1;886;370
2013;56;2;506;400
2013;57;1;928;405
2013;57;2;500;401
2013;58;1;1084;445
2013;58;2;615;427
2013;59;1;1104;527
2013;59;2;592;445
2013;60;1;1212;561
2013;60;2;723;518
2013;61;1;1268;633
2013;61;2;719;517
2013;62;1;1389;688
2013;62;2;747;545
2013;63;1;1498;759
2013;63;2;872;619
2013;64;1;1738;912
2013;64;2;981;672
2013;65;1;2089;977
2013;65;2;1116;720
2013;66;1;1941;1070
2013;66;2;1192;839
2013;67;1;2041;1210
2013;67;2;1310;900
2013;68;1;2168;1241
2013;68;2;1330;936
2013;69;1;2148;1384
2013;69;2;1468;919
2013;70;1;2264;1242
2013;70;2;1397;905
2013;71;1;2029;1096
2013;71;2;1413;786
2013;72;1;1855;1031
2013;72;2;1412;736
2013;73;1;1808;976
2013;73;2;1382;770
2013;74;1;1897;1009
2013;74;2;1459;776
2013;75;1;1900;1003
2013;75;2;1479;667
2013;76;1;1807;959
2013;76;2;1534;718
2013;77;1;1767;887
2013;77;2;1519;677
2013;78;1;1520;849
2013;78;2;1450;616
2013;79;1;1478;780
2013;79;2;1445;627
2013;80;1;1498;750
2013;80;2;1492;633
2013;81;1;1518;745
2013;81;2;1598;649
2013;82;1;1402;693
2013;82;2;1664;551
2013;83;1;1451;676
2013;83;2;1694;631
2013;84;1;1303;626
2013;84;2;1605;599
2013;85;1;1316;573
2013;85;2;1635;533
2013;86;1;1114;462
2013;86;2;1509;487
2013;87;1;1053;432
2013;87;2;1476;429
2013;88;1;946;391
2013;88;2;1491;369
2013;89;1;823;302
2013;89;2;1422;363
2013;90;1;795;265
2013;90;2;1223;288
2013;91;1;605;195
2013;91;2;1095;235
2013;92;1;562;162
2013;92;2;1024;234
2013;93;1;451;130
2013;93;2;904;194
2013;94;1;265;80
2013;94;2;600;116
2013;95;1;202;61
2013;95;2;432;69
2013;96;1;140;35
2013;96;2;341;49
2013;97;1;81;22
2013;97;2;243;45
2013;98;1;47;7
2013;98;2;174;29
2013;99;1;39;8
2013;99;2;131;18
2013;100;1;34;13
2013;100;2;167;26
2014;7;1;0;7
2014;7;2;0;3
2014;8;1;0;7
2014;8;2;0;4
2014;9;1;1;10
2014;9;2;1;1
2014;10;1;0;6
2014;10;2;0;7
2014;11;1;0;6
2014;11;2;0;5
2014;12;1;0;1
2014;12;2;0;6
2014;13;1;0;5
2014;13;2;1;9
2014;14;1;1;11
2014;14;2;0;11
2014;15;1;0;9
2014;15;2;0;10
2014;16;1;0;14
2014;16;2;0;9
2014;17;1;1;15
2014;17;2;0;18
2014;18;1;1;16
2014;18;2;1;13
2014;19;1;113;18
2014;19;2;91;8
2014;20;1;117;20
2014;20;2;73;24
2014;21;1;139;32
2014;21;2;89;18
2014;22;1;129;31
2014;22;2;82;24
2014;23;1;136;32
2014;23;2;120;30
2014;24;1;150;39
2014;24;2;119;36
2014;25;1;118;25
2014;25;2;109;31
2014;26;1;136;44
2014;26;2;122;48
2014;27;1;124;40
2014;27;2;109;53
2014;28;1;137;40
2014;28;2;103;47
2014;29;1;123;38
2014;29;2;121;58
2014;30;1;116;37
2014;30;2;115;78
2014;31;1;137;43
2014;31;2;111;71
2014;32;1;136;39
2014;32;2;129;77
2014;33;1;135;55
2014;33;2;124;74
2014;34;1;139;48
2014;34;2;138;92
2014;35;1;151;61
2014;35;2;140;92
2014;36;1;159;58
2014;36;2;147;89
2014;37;1;164;42
2014;37;2;153;107
2014;38;1;169;67
2014;38;2;165;117
2014;39;1;200;81
2014;39;2;171;151
2014;40;1;230;78
2014;40;2;187;163
2014;41;1;249;84
2014;41;2;188;147
2014;42;1;296;81
2014;42;2;216;184
2014;43;1;310;88
2014;43;2;225;209
2014;44;1;316;101
2014;44;2;230;190
2014;45;1;350;84
2014;45;2;247;217
2014;46;1;409;130
2014;46;2;259;266
2014;47;1;444;120
2014;47;2;315;284
2014;48;1;545;140
2014;48;2;338;300
2014;49;1;603;176
2014;49;2;359;336
2014;50;1;678;182
2014;50;2;395;348
2014;51;1;689;229
2014;51;2;388;308
2014;52;1;712;260
2014;52;2;418;300
2014;53;1;746;299
2014;53;2;396;338
2014;54;1;784;311
2014;54;2;483;328
2014;55;1;795;327
2014;55;2;507;361
2014;56;1;941;375
2014;56;2;472;366
2014;57;1;1035;425
2014;57;2;541;457
2014;58;1;1054;489
2014;58;2;591;439
2014;59;1;1223;536
2014;59;2;697;469
2014;60;1;1214;634
2014;60;2;701;506
2014;61;1;1293;716
2014;61;2;744;575
2014;62;1;1373;699
2014;62;2;786;562
2014;63;1;1416;802
2014;63;2;837;573
2014;64;1;1527;874
2014;64;2;914;686
2014;65;1;1928;1026
2014;65;2;1085;719
2014;66;1;1841;1127
2014;66;2;1197;842
2014;67;1;2038;1285
2014;67;2;1241;830
2014;68;1;2113;1272
2014;68;2;1409;911
2014;69;1;2247;1471
2014;69;2;1477;976
2014;70;1;2253;1458
2014;70;2;1601;977
2014;71;1;2226;1331
2014;71;2;1583;972
2014;72;1;2088;1227
2014;72;2;1463;911
2014;73;1;1948;1075
2014;73;2;1446;801
2014;74;1;1924;1058
2014;74;2;1355;832
2014;75;1;1896;1044
2014;75;2;1580;749
2014;76;1;1801;1004
2014;76;2;1533;713
2014;77;1;1808;997
2014;77;2;1541;676
2014;78;1;1725;927
2014;78;2;1580;692
2014;79;1;1569;855
2014;79;2;1548;639
2014;80;1;1463;731
2014;80;2;1572;614
2014;81;1;1473;759
2014;81;2;1485;599
2014;82;1;1533;706
2014;82;2;1558;616
2014;83;1;1402;663
2014;83;2;1609;554
2014;84;1;1344;650
2014;84;2;1590;580
2014;85;1;1202;593
2014;85;2;1571;508
2014;86;1;1132;503
2014;86;2;1628;519
2014;87;1;1024;455
2014;87;2;1472;455
2014;88;1;920;396
2014;88;2;1442;405
2014;89;1;775;288
2014;89;2;1321;347
2014;90;1;715;260
2014;90;2;1149;313
2014;91;1;601;239
2014;91;2;1079;270
2014;92;1;525;177
2014;92;2;1038;236
2014;93;1;427;142
2014;93;2;817;190
2014;94;1;305;104
2014;94;2;754;169
2014;95;1;201;70
2014;95;2;475;90
2014;96;1;146;43
2014;96;2;321;66
2014;97;1;99;30
2014;97;2;255;49
2014;98;1;61;15
2014;98;2;155;37
2014;99;1;31;3
2014;99;2;100;25
2014;100;1;45;18
2014;100;2;168;31
2015;8;1;0;3
2015;8;2;0;2
2015;9;1;0;6
2015;9;2;0;2
2015;10;1;0;2
2015;10;2;0;5
2015;11;1;0;4
2015;11;2;0;4
2015;12;1;1;10
2015;12;2;0;7
2015;13;1;0;10
2015;13;2;0;11
2015;14;1;0;6
2015;14;2;0;2
2015;15;1;0;14
2015;15;2;0;7
2015;16;1;0;11
2015;16;2;0;19
2015;17;1;0;15
2015;17;2;1;15
2015;18;1;0;15
2015;18;2;0;15
2015;19;1;92;13
2015;19;2;77;11
2015;20;1;134;18
2015;20;2;77;20
2015;21;1;110;22
2015;21;2;93;25
2015;22;1;112;22
2015;22;2;85;24
2015;23;1;148;32
2015;23;2;101;36
2015;24;1;132;33
2015;24;2;112;38
2015;25;1;140;45
2015;25;2;102;28
2015;26;1;118;41
2015;26;2;96;49
2015;27;1;145;36
2015;27;2;121;52
2015;28;1;109;29
2015;28;2;100;43
2015;29;1;123;30
2015;29;2;109;48
2015;30;1;109;33
2015;30;2;111;70
2015;31;1;119;55
2015;31;2;127;63
2015;32;1;119;47
2015;32;2;103;72
2015;33;1;139;42
2015;33;2;112;60
2015;34;1;141;55
2015;34;2;120;83
2015;35;1;139;55
2015;35;2;136;102
2015;36;1;150;63
2015;36;2;137;112
2015;37;1;186;56
2015;37;2;148;108
2015;38;1;167;61
2015;38;2;172;157
2015;39;1;177;63
2015;39;2;181;132
2015;40;1;239;69
2015;40;2;150;175
2015;41;1;260;80
2015;41;2;205;141
2015;42;1;256;90
2015;42;2;182;186
2015;43;1;281;95
2015;43;2;204;186
2015;44;1;340;111
2015;44;2;237;219
2015;45;1;361;94
2015;45;2;224;248
2015;46;1;379;124
2015;46;2;238;245
2015;47;1;428;137
2015;47;2;322;248
2015;48;1;531;162
2015;48;2;287;307
2015;49;1;548;166
2015;49;2;387;329
2015;50;1;590;203
2015;50;2;403;353
2015;51;1;645;210
2015;51;2;421;343
2015;52;1;660;263
2015;52;2;397;363
2015;53;1;703;264
2015;53;2;404;349
2015;54;1;777;303
2015;54;2;466;313
2015;55;1;818;310
2015;55;2;451;355
2015;56;1;935;393
2015;56;2;479;382
2015;57;1;942;381
2015;57;2;553;391
2015;58;1;1027;482
2015;58;2;577;466
2015;59;1;1112;537
2015;59;2;641;517
2015;60;1;1226;635
2015;60;2;615;511
2015;61;1;1206;644
2015;61;2;752;533
2015;62;1;1321;710
2015;62;2;784;543
2015;63;1;1418;742
2015;63;2;795;641
2015;64;1;1472;816
2015;64;2;892;623
2015;65;1;1875;964
2015;65;2;1020;718
2015;66;1;1808;1028
2015;66;2;1026;776
2015;67;1;1850;1180
2015;67;2;1216;786
2015;68;1;1977;1226
2015;68;2;1296;887
2015;69;1;2139;1296
2015;69;2;1486;994
2015;70;1;2175;1313
2015;70;2;1445;958
2015;71;1;2204;1351
2015;71;2;1578;1024
2015;72;1;2177;1356
2015;72;2;1610;994
2015;73;1;2180;1299
2015;73;2;1553;866
2015;74;1;1901;1155
2015;74;2;1394;828
2015;75;1;1907;1156
2015;75;2;1524;739
2015;76;1;1859;1052
2015;76;2;1488;707
2015;77;1;1726;1020
2015;77;2;1581;759
2015;78;1;1710;990
2015;78;2;1534;740
2015;79;1;1655;913
2015;79;2;1546;712
2015;80;1;1542;832
2015;80;2;1519;637
2015;81;1;1342;745
2015;81;2;1488;625
2015;82;1;1390;752
2015;82;2;1515;585
2015;83;1;1349;722
2015;83;2;1564;625
2015;84;1;1322;654
2015;84;2;1622;584
2015;85;1;1304;637
2015;85;2;1598;497
2015;86;1;1145;509
2015;86;2;1505;517
2015;87;1;985;466
2015;87;2;1517;431
2015;88;1;889;348
2015;88;2;1385;389
2015;89;1;868;332
2015;89;2;1271;333
2015;90;1;724;284
2015;90;2;1150;292
2015;91;1;567;190
2015;91;2;1059;269
2015;92;1;527;193
2015;92;2;925;229
2015;93;1;391;133
2015;93;2;793;176
2015;94;1;294;95
2015;94;2;674;137
2015;95;1;250;90
2015;95;2;546;112
2015;96;1;127;62
2015;96;2;377;71
2015;97;1;96;24
2015;97;2;259;40
2015;98;1;64;19
2015;98;2;181;20
2015;99;1;32;14
2015;99;2;92;15
2015;100;1;46;9
2015;100;2;175;33
2016;9;1;0;3
2016;9;2;0;7
2016;10;1;0;4
2016;10;2;0;1
2016;11;1;0;8
2016;11;2;0;5
2016;12;1;0;4
2016;12;2;0;7
2016;13;1;0;4
2016;13;2;0;6
2016;14;1;0;7
2016;14;2;0;3
2016;15;1;0;8
2016;15;2;0;6
2016;16;1;0;7
2016;16;2;0;12
2016;17;1;0;12
2016;17;2;0;11
2016;18;1;0;14
2016;18;2;1;16
2016;19;1;116;20
2016;19;2;101;16
2016;20;1;107;18
2016;20;2;84;16
2016;21;1;123;21
2016;21;2;72;20
2016;22;1;118;14
2016;22;2;93;21
2016;23;1;123;18
2016;23;2;97;25
2016;24;1;136;35
2016;24;2;97;24
2016;25;1;122;34
2016;25;2;119;34
2016;26;1;133;48
2016;26;2;126;46
2016;27;1;133;34
2016;27;2;121;60
2016;28;1;110;27
2016;28;2;110;51
2016;29;1;111;37
2016;29;2;110;48
2016;30;1;123;39
2016;30;2;101;67
2016;31;1;135;58
2016;31;2;106;70
2016;32;1;147;45
2016;32;2;114;75
2016;33;1;145;46
2016;33;2;114;84
2016;34;1;146;41
2016;34;2;150;78
2016;35;1;144;39
2016;35;2;146;101
2016;36;1;173;64
2016;36;2;141;100
2016;37;1;183;56
2016;37;2;150;135
2016;38;1;208;54
2016;38;2;162;124
2016;39;1;210;69
2016;39;2;180;122
2016;40;1;225;65
2016;40;2;173;162
2016;41;1;274;81
2016;41;2;184;174
2016;42;1;261;79
2016;42;2;204;180
2016;43;1;346;91
2016;43;2;228;198
2016;44;1;341;100
2016;44;2;233;230
2016;45;1;387;108
2016;45;2;254;230
2016;46;1;414;129
2016;46;2;263;243
2016;47;1;428;133
2016;47;2;253;244
2016;48;1;489;152
2016;48;2;304;308
2016;49;1;524;201
2016;49;2;346;283
2016;50;1;641;227
2016;50;2;375;342
2016;51;1;637;216
2016;51;2;406;354
2016;52;1;721;277
2016;52;2;472;359
2016;53;1;708;269
2016;53;2;445;362
2016;54;1;761;312
2016;54;2;425;377
2016;55;1;852;316
2016;55;2;444;365
2016;56;1;872;351
2016;56;2;478;365
2016;57;1;969;408
2016;57;2;510;371
2016;58;1;1024;476
2016;58;2;589;388
2016;59;1;1154;506
2016;59;2;636;480
2016;60;1;1114;598
2016;60;2;684;527
2016;61;1;1185;661
2016;61;2;648;550
2016;62;1;1341;704
2016;62;2;710;546
2016;63;1;1382;779
2016;63;2;866;607
2016;64;1;1479;830
2016;64;2;951;592
2016;65;1;1784;859
2016;65;2;896;659
2016;66;1;1714;975
2016;66;2;995;707
2016;67;1;1778;1101
2016;67;2;1191;827
2016;68;1;1963;1210
2016;68;2;1263;883
2016;69;1;2064;1283
2016;69;2;1397;946
2016;70;1;2215;1385
2016;70;2;1607;980
2016;71;1;2302;1334
2016;71;2;1591;987
2016;72;1;2368;1469
2016;72;2;1789;1030
2016;73;1;2260;1397
2016;73;2;1780;1033
2016;74;1;2166;1388
2016;74;2;1599;938
2016;75;1;1892;1085
2016;75;2;1525;804
2016;76;1;1891;1087
2016;76;2;1481;740
2016;77;1;1856;1131
2016;77;2;1589;742
2016;78;1;1817;1066
2016;78;2;1625;716
2016;79;1;1651;994
2016;79;2;1597;799
2016;80;1;1551;853
2016;80;2;1533;681
2016;81;1;1508;782
2016;81;2;1543;671
2016;82;1;1419;805
2016;82;2;1540;595
2016;83;1;1349;697
2016;83;2;1458;557
2016;84;1;1277;677
2016;84;2;1562;590
2016;85;1;1205;616
2016;85;2;1538;535
2016;86;1;1160;572
2016;86;2;1566;518
2016;87;1;983;422
2016;87;2;1427;471
2016;88;1;985;418
2016;88;2;1346;426
2016;89;1;771;354
2016;89;2;1223;380
2016;90;1;681;265
2016;90;2;1159;368
2016;91;1;640;225
2016;91;2;1072;271
2016;92;1;513;184
2016;92;2;871;219
2016;93;1;388;138
2016;93;2;807;189
2016;94;1;298;100
2016;94;2;603;142
2016;95;1;247;71
2016;95;2;516;129
2016;96;1;171;59
2016;96;2;439;89
2016;97;1;108;24
2016;97;2;225;50
2016;98;1;62;20
2016;98;2;174;30
2016;99;1;27;12
2016;99;2;111;18
2016;100;1;39;15
2016;100;2;165;36
2017;10;1;0;8
2017;10;2;0;7
2017;11;1;0;3
2017;11;2;1;9
2017;12;1;0;10
2017;12;2;1;7
2017;13;1;1;12
2017;13;2;0;5
2017;14;1;0;7
2017;14;2;0;16
2017;15;1;0;15
2017;15;2;0;8
2017;16;1;0;10
2017;16;2;0;9
2017;17;1;1;13
2017;17;2;1;15
2017;18;1;1;17
2017;18;2;0;18
2017;19;1;122;15
2017;19;2;69;14
2017;20;1;105;12
2017;20;2;77;16
2017;21;1;114;23
2017;21;2;74;19
2017;22;1;107;20
2017;22;2;99;26
2017;23;1;104;18
2017;23;2;93;35
2017;24;1;107;39
2017;24;2;98;29
2017;25;1;133;32
2017;25;2;115;44
2017;26;1;146;29
2017;26;2;93;35
2017;27;1;137;43
2017;27;2;124;53
2017;28;1;128;23
2017;28;2;127;55
2017;29;1;120;43
2017;29;2;116;73
2017;30;1;141;37
2017;30;2;134;59
2017;31;1;146;42
2017;31;2;138;72
2017;32;1;145;53
2017;32;2;113;94
2017;33;1;143;55
2017;33;2;133;76
2017;34;1;156;45
2017;34;2;135;91
2017;35;1;152;58
2017;35;2;133;87
2017;36;1;162;62
2017;36;2;136;88
2017;37;1;167;61
2017;37;2;164;101
2017;38;1;175;71
2017;38;2;155;109
2017;39;1;184;53
2017;39;2;151;110
2017;40;1;205;78
2017;40;2;168;176
2017;41;1;237;66
2017;41;2;187;160
2017;42;1;265;88
2017;42;2;197;175
2017;43;1;315;82
2017;43;2;215;186
2017;44;1;338;107
2017;44;2;237;203
2017;45;1;357;134
2017;45;2;245;238
2017;46;1;453;126
2017;46;2;274;259
2017;47;1;393;141
2017;47;2;265;248
2017;48;1;438;162
2017;48;2;283;259
2017;49;1;503;174
2017;49;2;331;311
2017;50;1;576;200
2017;50;2;370;342
2017;51;1;701;232
2017;51;2;382;344
2017;52;1;770;295
2017;52;2;417;360
2017;53;1;812;293
2017;53;2;464;378
2017;54;1;828;276
2017;54;2;496;361
2017;55;1;854;319
2017;55;2;478;382
2017;56;1;894;386
2017;56;2;482;339
2017;57;1;992;428
2017;57;2;498;443
2017;58;1;1035;474
2017;58;2;585;449
2017;59;1;1107;496
2017;59;2;626;475
2017;60;1;1216;577
2017;60;2;688;503
2017;61;1;1319;731
2017;61;2;657;521
2017;62;1;1322;640
2017;62;2;729;590
2017;63;1;1348;752
2017;63;2;789;573
2017;64;1;1505;839
2017;64;2;884;628
2017;65;1;1747;823
2017;65;2;938;626
2017;66;1;1609;975
2017;66;2;1043;681
2017;67;1;1635;1085
2017;67;2;1092;787
2017;68;1;1795;1186
2017;68;2;1260;883
2017;69;1;2056;1258
2017;69;2;1354;880
2017;70;1;2151;1257
2017;70;2;1465;999
2017;71;1;2269;1299
2017;71;2;1637;1039
2017;72;1;2307;1407
2017;72;2;1779;1052
2017;73;1;2448;1530
2017;73;2;1769;1045
2017;74;1;2229;1371
2017;74;2;1681;1100
2017;75;1;2180;1307
2017;75;2;1717;864
2017;76;1;1906;1174
2017;76;2;1540;705
2017;77;1;1884;1102
2017;77;2;1572;789
2017;78;1;1898;1026
2017;78;2;1725;733
2017;79;1;1811;1051
2017;79;2;1634;751
2017;80;1;1683;888
2017;80;2;1504;669
2017;81;1;1608;811
2017;81;2;1526;703
2017;82;1;1457;838
2017;82;2;1533;664
2017;83;1;1389;737
2017;83;2;1549;624
2017;84;1;1246;669
2017;84;2;1499;568
2017;85;1;1258;621
2017;85;2;1508;543
2017;86;1;1095;538
2017;86;2;1584;505
2017;87;1;1039;480
2017;87;2;1437;499
2017;88;1;981;391
2017;88;2;1333;390
2017;89;1;810;358
2017;89;2;1302;398
2017;90;1;679;282
2017;90;2;1181;343
2017;91;1;609;212
2017;91;2;1046;254
2017;92;1;534;173
2017;92;2;854;232
2017;93;1;418;144
2017;93;2;785;183
2017;94;1;297;109
2017;94;2;635;137
2017;95;1;253;53
2017;95;2;429;120
2017;96;1;178;55
2017;96;2;415;93
2017;97;1;126;33
2017;97;2;300;58
2017;98;1;57;17
2017;98;2;195;25
2017;99;1;36;6
2017;99;2;130;23
2017;100;1;71;14
2017;100;2;159;28
2018;11;1;1;7
2018;11;2;0;9
2018;12;1;0;6
2018;12;2;0;6
2018;13;1;0;11
2018;13;2;0;11
2018;14;1;0;11
2018;14;2;0;10
2018;15;1;0;11
2018;15;2;0;11
2018;16;1;0;9
2018;16;2;0;14
2018;17;1;0;12
2018;17;2;2;21
2018;18;1;0;13
2018;18;2;0;6
2018;19;1;105;13
2018;19;2;69;11
2018;20;1;94;21
2018;20;2;73;14
2018;21;1;115;12
2018;21;2;58;15
2018;22;1;100;14
2018;22;2;67;25
2018;23;1;106;25
2018;23;2;83;28
2018;24;1;154;39
2018;24;2;113;32
2018;25;1;120;27
2018;25;2;100;40
2018;26;1;137;35
2018;26;2;115;41
2018;27;1;123;44
2018;27;2;121;38
2018;28;1;133;39
2018;28;2;129;58
2018;29;1;145;43
2018;29;2;117;56
2018;30;1;158;44
2018;30;2;122;78
2018;31;1;121;30
2018;31;2;125;91
2018;32;1;149;39
2018;32;2;143;75
2018;33;1;142;53
2018;33;2;119;75
2018;34;1;163;45
2018;34;2;124;71
2018;35;1;157;48
2018;35;2;140;78
2018;36;1;167;60
2018;36;2;132;105
2018;37;1;207;61
2018;37;2;125;119
2018;38;1;199;59
2018;38;2;152;137
2018;39;1;187;53
2018;39;2;176;122
2018;40;1;190;73
2018;40;2;152;139
2018;41;1;226;64
2018;41;2;183;141
2018;42;1;251;75
2018;42;2;205;170
2018;43;1;275;89
2018;43;2;194;170
2018;44;1;335;108
2018;44;2;244;193
2018;45;1;348;115
2018;45;2;229;200
2018;46;1;388;125
2018;46;2;260;281
2018;47;1;398;138
2018;47;2;254;261
2018;48;1;454;135
2018;48;2;307;296
2018;49;1;479;155
2018;49;2;289;323
2018;50;1;536;190
2018;50;2;308;322
2018;51;1;651;247
2018;51;2;393;366
2018;52;1;746;272
2018;52;2;432;404
2018;53;1;829;338
2018;53;2;431;357
2018;54;1;858;312
2018;54;2;490;381
2018;55;1;857;351
2018;55;2;498;357
2018;56;1;891;375
2018;56;2;498;399
2018;57;1;952;434
2018;57;2;515;395
2018;58;1;1056;468
2018;58;2;596;442
2018;59;1;1109;491
2018;59;2;610;467
2018;60;1;1181;530
2018;60;2;712;455
2018;61;1;1313;689
2018;61;2;691;496
2018;62;1;1340;742
2018;62;2;761;548
2018;63;1;1446;762
2018;63;2;834;590
2018;64;1;1435;790
2018;64;2;793;588
2018;65;1;1744;916
2018;65;2;949;652
2018;66;1;1634;950
2018;66;2;1010;674
2018;67;1;1618;987
2018;67;2;1080;705
2018;68;1;1841;1104
2018;68;2;1248;819
2018;69;1;1865;1184
2018;69;2;1342;901
2018;70;1;2166;1339
2018;70;2;1460;1008
2018;71;1;2227;1343
2018;71;2;1596;1023
2018;72;1;2321;1344
2018;72;2;1637;1147
2018;73;1;2403;1522
2018;73;2;1797;1082
2018;74;1;2448;1501
2018;74;2;1797;1161
2018;75;1;2345;1445
2018;75;2;1831;1063
2018;76;1;2229;1433
2018;76;2;1718;865
2018;77;1;1890;1230
2018;77;2;1606;843
2018;78;1;1827;1118
2018;78;2;1654;759
2018;79;1;1852;1132
2018;79;2;1649;838
2018;80;1;1779;1018
2018;80;2;1658;746
2018;81;1;1602;923
2018;81;2;1592;787
2018;82;1;1460;839
2018;82;2;1595;718
2018;83;1;1478;801
2018;83;2;1489;646
2018;84;1;1263;716
2018;84;2;1532;604
2018;85;1;1186;651
2018;85;2;1433;514
2018;86;1;1166;597
2018;86;2;1433;508
2018;87;1;1013;490
2018;87;2;1418;485
2018;88;1;919;423
2018;88;2;1399;463
2018;89;1;796;337
2018;89;2;1237;371
2018;90;1;744;303
2018;90;2;1136;317
2018;91;1;569;221
2018;91;2;1073;247
2018;92;1;472;162
2018;92;2;847;203
2018;93;1;415;177
2018;93;2;782;152
2018;94;1;330;106
2018;94;2;667;165
2018;95;1;228;85
2018;95;2;499;102
2018;96;1;144;46
2018;96;2;362;95
2018;97;1;96;30
2018;97;2;276;73
2018;98;1;73;23
2018;98;2;229;44
2018;99;1;49;14
2018;99;2;109;28
2018;100;1;56;12
2018;100;2;161;35
2019;12;1;0;8
2019;12;2;0;10
2019;13;1;0;4
2019;13;2;0;7
2019;14;1;0;6
2019;14;2;0;10
2019;15;1;1;9
2019;15;2;0;12
2019;16;1;1;14
2019;16;2;0;8
2019;17;1;0;20
2019;17;2;1;19
2019;18;1;1;18
2019;18;2;0;13
2019;19;1;143;20
2019;19;2;87;10
2019;20;1;99;12
2019;20;2;73;22
2019;21;1;107;25
2019;21;2;62;18
2019;22;1;112;14
2019;22;2;85;24
2019;23;1;120;22
2019;23;2;91;19
2019;24;1;96;22
2019;24;2;92;28
2019;25;1;136;37
2019;25;2;123;36
2019;26;1;129;25
2019;26;2;122;50
2019;27;1;134;42
2019;27;2;111;47
2019;28;1;141;44
2019;28;2;133;51
2019;29;1;140;48
2019;29;2;128;61
2019;30;1;139;41
2019;30;2;152;53
2019;31;1;166;61
2019;31;2;142;82
2019;32;1;132;51
2019;32;2;149;64
2019;33;1;139;44
2019;33;2;162;72
2019;34;1;150;58
2019;34;2;126;70
2019;35;1;166;63
2019;35;2;121;117
2019;36;1;173;55
2019;36;2;148;98
2019;37;1;162;65
