AR;alder;Kon;inc_cvd;inc_ccr
2019;37;2;171;114
2019;38;1;162;53
2019;38;2;141;106
2019;39;1;198;72
2019;39;2;171;157
2019;40;1;220;69
2019;40;2;193;165
2019;41;1;229;73
2019;41;2;199;168
2019;42;1;280;79
2019;42;2;200;151
2019;43;1;258;83
2019;43;2;225;194
2019;44;1;288;105
2019;44;2;233;216
2019;45;1;332;109
2019;45;2;243;235
2019;46;1;395;140
2019;46;2;260;256
2019;47;1;396;139
2019;47;2;288;268
2019;48;1;477;162
2019;48;2;278;297
2019;49;1;544;170
2019;49;2;331;306
2019;50;1;538;186
2019;50;2;335;327
2019;51;1;628;219
2019;51;2;409;361
2019;52;1;752;278
2019;52;2;434;342
2019;53;1;812;302
2019;53;2;432;371
2019;54;1;875;301
2019;54;2;510;373
2019;55;1;976;402
2019;55;2;490;443
2019;56;1;985;371
2019;56;2;491;426
2019;57;1;930;416
2019;57;2;562;426
2019;58;1;993;470
2019;58;2;559;467
2019;59;1;1120;522
2019;59;2;583;481
2019;60;1;1142;618
2019;60;2;593;534
2019;61;1;1271;664
2019;61;2;714;535
2019;62;1;1400;761
2019;62;2;745;561
2019;63;1;1401;766
2019;63;2;833;591
2019;64;1;1468;764
2019;64;2;955;621
2019;65;1;1647;919
2019;65;2;881;655
2019;66;1;1701;941
2019;66;2;1006;732
2019;67;1;1689;1015
2019;67;2;1091;759
2019;68;1;1728;1054
2019;68;2;1233;750
2019;69;1;1912;1257
2019;69;2;1278;796
2019;70;1;2027;1241
2019;70;2;1417;919
2019;71;1;2221;1251
2019;71;2;1586;1001
2019;72;1;2248;1380
2019;72;2;1655;1055
2019;73;1;2482;1509
2019;73;2;1744;1155
2019;74;1;2459;1521
2019;74;2;1867;1241
2019;75;1;2607;1518
2019;75;2;1984;1127
2019;76;1;2427;1471
2019;76;2;1911;1068
2019;77;1;2233;1399
2019;77;2;1856;968
2019;78;1;2074;1284
2019;78;2;1768;897
2019;79;1;1919;1176
2019;79;2;1637;779
2019;80;1;1784;1071
2019;80;2;1709;787
2019;81;1;1729;991
2019;81;2;1643;767
2019;82;1;1641;922
2019;82;2;1668;652
2019;83;1;1463;789
2019;83;2;1666;671
2019;84;1;1471;809
2019;84;2;1482;673
2019;85;1;1305;634
2019;85;2;1517;609
2019;86;1;1159;572
2019;86;2;1409;510
2019;87;1;1060;486
2019;87;2;1428;463
2019;88;1;930;474
2019;88;2;1277;463
2019;89;1;863;374
2019;89;2;1310;427
2019;90;1;721;314
2019;90;2;1148;323
2019;91;1;663;244
2019;91;2;1014;293
2019;92;1;513;190
2019;92;2;936;222
2019;93;1;407;145
2019;93;2;806;198
2019;94;1;283;145
2019;94;2;637;165
2019;95;1;219;69
2019;95;2;499;125
2019;96;1;167;53
2019;96;2;400;97
2019;97;1;107;40
2019;97;2;295;64
2019;98;1;92;26
2019;98;2;195;42
2019;99;1;47;18
2019;99;2;144;31
2019;100;1;49;12
2019;100;2;176;40
2020;13;1;0;12
2020;13;2;0;9
2020;14;1;0;11
2020;14;2;0;7
2020;15;1;1;5
2020;15;2;0;10
2020;16;1;0;20
2020;16;2;1;12
2020;17;1;0;12
2020;17;2;0;18
2020;18;1;1;15
2020;18;2;1;21
2020;19;1;90;15
2020;19;2;81;15
2020;20;1;106;15
2020;20;2;74;17
2020;21;1;88;22
2020;21;2;79;12
2020;22;1;87;20
2020;22;2;97;18
2020;23;1;108;30
2020;23;2;76;27
2020;24;1;109;19
2020;24;2;89;22
2020;25;1;120;29
2020;25;2;109;17
2020;26;1;103;38
2020;26;2;109;33
2020;27;1;119;39
2020;27;2;112;44
2020;28;1;148;36
2020;28;2;158;46
2020;29;1;144;45
2020;29;2;141;72
2020;30;1;148;56
2020;30;2;142;61
2020;31;1;159;51
2020;31;2;153;72
2020;32;1;177;52
2020;32;2;184;71
2020;33;1;141;51
2020;33;2;146;77
2020;34;1;161;60
2020;34;2;163;69
2020;35;1;162;51
2020;35;2;187;84
2020;36;1;159;56
2020;36;2;157;91
2020;37;1;159;69
2020;37;2;167;87
2020;38;1;196;55
2020;38;2;173;119
2020;39;1;232;60
2020;39;2;176;107
2020;40;1;218;65
2020;40;2;171;164
2020;41;1;253;77
2020;41;2;174;159
2020;42;1;258;89
2020;42;2;191;145
2020;43;1;311;82
2020;43;2;210;194
2020;44;1;291;97
2020;44;2;206;167
2020;45;1;332;109
2020;45;2;231;228
2020;46;1;398;113
2020;46;2;267;276
2020;47;1;408;122
2020;47;2;305;280
2020;48;1;495;141
2020;48;2;291;309
2020;49;1;526;176
2020;49;2;381;309
2020;50;1;567;199
2020;50;2;340;308
2020;51;1;645;209
2020;51;2;413;332
2020;52;1;696;238
2020;52;2;424;329
2020;53;1;767;291
2020;53;2;442;433
2020;54;1;873;309
2020;54;2;491;400
2020;55;1;942;364
2020;55;2;541;416
2020;56;1;1028;375
2020;56;2;588;471
2020;57;1;950;440
2020;57;2;560;390
2020;58;1;1020;447
2020;58;2;571;433
2020;59;1;1099;500
2020;59;2;635;414
2020;60;1;1107;536
2020;60;2;658;479
2020;61;1;1231;632
2020;61;2;721;506
2020;62;1;1293;623
2020;62;2;731;533
2020;63;1;1360;735
2020;63;2;765;548
2020;64;1;1481;770
2020;64;2;876;571
2020;65;1;1523;787
2020;65;2;879;585
2020;66;1;1576;925
2020;66;2;961;628
2020;67;1;1633;945
2020;67;2;996;746
2020;68;1;1649;1001
2020;68;2;1069;725
2020;69;1;1700;970
2020;69;2;1129;768
2020;70;1;1904;1106
2020;70;2;1213;789
2020;71;1;2066;1074
2020;71;2;1387;969
2020;72;1;2181;1310
2020;72;2;1515;1073
2020;73;1;2221;1320
2020;73;2;1624;1041
2020;74;1;2285;1437
2020;74;2;1766;1155
2020;75;1;2441;1415
2020;75;2;1740;985
2020;76;1;2449;1512
2020;76;2;1908;1052
2020;77;1;2260;1349
2020;77;2;1807;1014
2020;78;1;2108;1241
2020;78;2;1700;945
2020;79;1;1856;1069
2020;79;2;1644;783
2020;80;1;1677;964
2020;80;2;1555;819
2020;81;1;1715;940
2020;81;2;1546;810
2020;82;1;1534;890
2020;82;2;1629;736
2020;83;1;1447;854
2020;83;2;1482;701
2020;84;1;1382;689
2020;84;2;1485;632
2020;85;1;1186;703
2020;85;2;1361;580
2020;86;1;1093;555
2020;86;2;1261;521
2020;87;1;931;476
2020;87;2;1278;441
2020;88;1;929;430
2020;88;2;1162;450
2020;89;1;808;389
2020;89;2;1196;378
2020;90;1;711;298
2020;90;2;1047;318
2020;91;1;568;208
2020;91;2;919;250
2020;92;1;490;192
2020;92;2;793;215
2020;93;1;398;158
2020;93;2;665;185
2020;94;1;330;97
2020;94;2;598;147
2020;95;1;235;74
2020;95;2;459;109
2020;96;1;167;50
2020;96;2;370;78
2020;97;1;118;40
2020;97;2;268;61
2020;98;1;77;22
2020;98;2;174;30
2020;99;1;39;13
2020;99;2;125;39
2020;100;1;55;21
2020;100;2;202;41
2021;14;1;0;11
2021;14;2;1;12
2021;15;1;0;17
2021;15;2;0;7
2021;16;1;0;12
2021;16;2;0;12
2021;17;1;1;16
2021;17;2;0;12
2021;18;1;0;10
2021;18;2;0;7
2021;19;1;138;12
2021;19;2;98;18
2021;20;1;117;29
2021;20;2;85;8
2021;21;1;96;15
2021;21;2;98;22
2021;22;1;127;24
2021;22;2;93;20
2021;23;1;136;17
2021;23;2;90;23
2021;24;1;99;32
2021;24;2;94;11
2021;25;1;128;22
2021;25;2;100;25
2021;26;1;148;35
2021;26;2;118;32
2021;27;1;123;37
2021;27;2;131;46
2021;28;1;161;33
2021;28;2;148;51
2021;29;1;174;39
2021;29;2;169;60
2021;30;1;171;47
2021;30;2;165;48
2021;31;1;167;45
2021;31;2;175;78
2021;32;1;180;48
2021;32;2;186;88
2021;33;1;152;58
2021;33;2;159;74
2021;34;1;168;60
2021;34;2;157;98
2021;35;1;191;53
2021;35;2;198;100
2021;36;1;179;57
2021;36;2;185;101
2021;37;1;191;59
2021;37;2;153;113
2021;38;1;179;53
2021;38;2;159;118
2021;39;1;237;67
2021;39;2;208;130
2021;40;1;244;83
2021;40;2;201;166
2021;41;1;294;77
2021;41;2;201;150
2021;42;1;260;75
2021;42;2;210;181
2021;43;1;293;90
2021;43;2;235;192
2021;44;1;317;98
2021;44;2;231;199
2021;45;1;340;115
2021;45;2;265;233
2021;46;1;396;97
2021;46;2;293;250
2021;47;1;454;126
2021;47;2;296;297
2021;48;1;526;148
2021;48;2;347;292
2021;49;1;566;150
2021;49;2;328;321
2021;50;1;618;238
2021;50;2;385;367
2021;51;1;633;214
2021;51;2;410;316
2021;52;1;708;236
2021;52;2;432;400
2021;53;1;778;297
2021;53;2;458;421
2021;54;1;836;329
2021;54;2;478;394
2021;55;1;1024;422
2021;55;2;519;434
2021;56;1;1058;423
2021;56;2;592;466
2021;57;1;1110;444
2021;57;2;637;486
2021;58;1;1138;484
2021;58;2;608;541
2021;59;1;1149;536
2021;59;2;613;524
2021;60;1;1277;552
2021;60;2;646;534
2021;61;1;1265;592
2021;61;2;711;495
2021;62;1;1281;665
2021;62;2;732;588
2021;63;1;1432;766
2021;63;2;850;571
2021;64;1;1501;738
2021;64;2;895;681
2021;65;1;1630;844
2021;65;2;891;670
2021;66;1;1651;941
2021;66;2;975;735
2021;67;1;1581;900
2021;67;2;1070;766
2021;68;1;1732;997
2021;68;2;1120;826
2021;69;1;1778;1085
2021;69;2;1198;806
2021;70;1;1936;1089
2021;70;2;1352;852
2021;71;1;2118;1182
2021;71;2;1389;914
2021;72;1;2127;1265
2021;72;2;1525;986
2021;73;1;2374;1367
2021;73;2;1804;1121
2021;74;1;2381;1527
2021;74;2;1837;1254
2021;75;1;2557;1616
2021;75;2;2008;1146
2021;76;1;2560;1637
2021;76;2;2021;1079
2021;77;1;2590;1652
2021;77;2;2068;1157
2021;78;1;2375;1585
2021;78;2;2004;1101
2021;79;1;2220;1361
2021;79;2;1902;998
2021;80;1;2002;1158
2021;80;2;1795;875
2021;81;1;1784;1075
2021;81;2;1717;837
2021;82;1;1809;1052
2021;82;2;1709;829
2021;83;1;1688;950
2021;83;2;1720;797
2021;84;1;1570;826
2021;84;2;1637;736
2021;85;1;1406;763
2021;85;2;1546;678
2021;86;1;1199;646
2021;86;2;1443;591
2021;87;1;1145;544
2021;87;2;1398;529
2021;88;1;953;477
2021;88;2;1305;483
2021;89;1;895;385
2021;89;2;1245;448
2021;90;1;798;350
2021;90;2;1103;383
2021;91;1;660;249
2021;91;2;1107;355
2021;92;1;513;195
2021;92;2;856;276
2021;93;1;412;179
2021;93;2;779;218
2021;94;1;350;132
2021;94;2;650;187
2021;95;1;246;95
2021;95;2;504;119
2021;96;1;189;57
2021;96;2;406;119
2021;97;1;113;39
2021;97;2;287;71
2021;98;1;93;34
2021;98;2;220;59
2021;99;1;60;18
2021;99;2;142;29
2021;100;1;61;22
2021;100;2;252;49
2022;15;1;0;14
2022;15;2;0;6
2022;16;1;1;17
2022;16;2;0;15
2022;17;1;0;19
2022;17;2;0;12
2022;18;1;2;18
2022;18;2;1;16
2022;19;1;141;14
2022;19;2;100;19
2022;20;1;121;21
2022;20;2;81;15
2022;21;1;102;14
2022;21;2;98;15
2022;22;1;113;22
2022;22;2;83;21
2022;23;1;135;18
2022;23;2;107;17
2022;24;1;113;19
2022;24;2;104;25
2022;25;1;111;30
2022;25;2;104;24
2022;26;1;138;26
2022;26;2;116;24
2022;27;1;122;32
2022;27;2;132;38
2022;28;1;166;37
2022;28;2;143;49
2022;29;1;152;43
2022;29;2;143;48
2022;30;1;162;49
2022;30;2;170;51
2022;31;1;205;51
2022;31;2;178;68
2022;32;1;184;39
2022;32;2;210;89
2022;33;1;188;45
2022;33;2;195;101
2022;34;1;176;50
2022;34;2;193;84
2022;35;1;197;55
2022;35;2;171;85
2022;36;1;206;56
2022;36;2;173;107
2022;37;1;199;61
2022;37;2;180;102
2022;38;1;212;70
2022;38;2;183;122
2022;39;1;236;47
2022;39;2;188;109
2022;40;1;228;87
2022;40;2;184;158
2022;41;1;245;72
2022;41;2;206;158
2022;42;1;267;92
2022;42;2;199;180
2022;43;1;315;83
2022;43;2;229;180
2022;44;1;351;94
2022;44;2;244;200
2022;45;1;369;91
2022;45;2;227;204
2022;46;1;386;107
2022;46;2;265;239
2022;47;1;441;125
2022;47;2;296;263
2022;48;1;480;158
2022;48;2;334;290
2022;49;1;472;162
2022;49;2;334;337
2022;50;1;537;220
2022;50;2;365;345
2022;51;1;620;200
2022;51;2;398;331
2022;52;1;656;246
2022;52;2;415;349
2022;53;1;681;279
2022;53;2;450;353
2022;54;1;823;287
2022;54;2;452;392
2022;55;1;949;364
2022;55;2;531;403
2022;56;1;996;477
2022;56;2;573;430
2022;57;1;1147;501
2022;57;2;588;478
2022;58;1;1161;551
2022;58;2;635;560
2022;59;1;1124;585
2022;59;2;651;453
2022;60;1;1184;688
2022;60;2;670;535
2022;61;1;1177;602
2022;61;2;715;478
2022;62;1;1266;702
2022;62;2;755;604
2022;63;1;1350;754
2022;63;2;818;573
2022;64;1;1428;835
2022;64;2;834;641
2022;65;1;1553;889
2022;65;2;930;679
2022;66;1;1589;975
2022;66;2;1000;684
2022;67;1;1613;1030
2022;67;2;1085;718
2022;68;1;1646;1026
2022;68;2;1099;737
2022;69;1;1792;1106
2022;69;2;1261;830
2022;70;1;1940;1194
2022;70;2;1287;832
2022;71;1;1928;1134
2022;71;2;1356;833
2022;72;1;2045;1286
2022;72;2;1484;985
2022;73;1;2237;1374
2022;73;2;1589;1002
2022;74;1;2409;1482
2022;74;2;1782;1129
2022;75;1;2581;1565
2022;75;2;1839;1090
2022;76;1;2529;1601
2022;76;2;2043;1097
2022;77;1;2562;1707
2022;77;2;2226;1090
2022;78;1;2573;1716
2022;78;2;2181;1197
2022;79;1;2454;1511
2022;79;2;2098;1113
2022;80;1;2280;1373
2022;80;2;1933;996
2022;81;1;1894;1187
2022;81;2;1788;858
2022;82;1;1866;1091
2022;82;2;1658;769
2022;83;1;1813;1078
2022;83;2;1762;815
2022;84;1;1554;902
2022;84;2;1716;700
2022;85;1;1468;759
2022;85;2;1580;665
2022;86;1;1266;695
2022;86;2;1565;639
2022;87;1;1092;549
2022;87;2;1375;531
2022;88;1;1008;490
2022;88;2;1277;457
2022;89;1;923;395
2022;89;2;1263;418
2022;90;1;801;325
2022;90;2;1197;346
2022;91;1;694;275
2022;91;2;1053;320
2022;92;1;587;217
2022;92;2;874;251
2022;93;1;446;163
2022;93;2;753;221
2022;94;1;328;122
2022;94;2;674;187
2022;95;1;276;91
2022;95;2;531;121
2022;96;1;204;68
2022;96;2;396;112
2022;97;1;133;38
2022;97;2;310;72
2022;98;1;89;26
2022;98;2;222;46
2022;99;1;58;17
2022;99;2;125;34
2022;100;1;81;22
2022;100;2;239;57
